over_number,commentary_data,timestamp,match_id
preview,,1680862056310,66218
preview, RR take on Delhi today. Both teams are coming on the back of losses. RR started off on an aggressive note in their first game. But they lost their last game against Punjab despite the heroics from Jurel and Hetmyer. DC on the other hand have spiralled to two losses. Their campaign was hit badly when Pant got ruled out before IPL 2023. And I guess they haven't been able to figure their best combination just yet.,1680944041842,66218
preview," I0$ The top 3, Chahal, Hetmyer and the latest sensation Jurel! Their bowling attack went for plenty in the last game but can be seen as an aberration.",1680944180488,66218
preview, Only an optimist might be able to point it out. Even the Warner fifty in the first game came at a sluggish pace. Axar Patel has been in good form and would be one man who might well have to bail DC out of the current big hole that they are in.,1680944634679,66218
preview,"The pitch that's been used today was used for the India-South Africa T20I where 450+ runs were scored. It's the centre pitch, 65m on both sides and longer straight boundaries. The pitch is brilliant, it might not be as good a wicket to bat on though, it's darker which means a bit more moisture, there are indentations and ridges which run parallel to each other because of the process of scarification, which has ensured a few marks. It's still a very good pitch to bat, but it might help the spinners to get some grip. batting first might be the way to go about today, reckons Deep Dasgupta, in his .",1680944812714,66218
preview," It was a quick turnaround, but felt quite good to be back and playing the game. We took our flight overnight so the time difference was ideal because I got to sleep on the flight. Unfortunate about how the last game panned out but was nice to get out there and be with the team again. The talk has been about doing the basics right and doing it for long periods, trying to partnerships up front with the bat, trying to build partnerships with the ball as well. Obviously the more wickets we can take the better, but also trying to restrict the opposition as much as we can and get some momentum going. (On powerplay bowling) Definitely important, we can build some sort of pressure, the more wickets we can get. It is a big focus for us.",1680944842676,66218
preview,I0$ KM Asif's role in the team has been to bowl with the new ball and chip in at the death. But he was very expensive in the last game. Barring that the experience in the bowling attack can make any team envious.,1680944852791,66218
preview,I0$ The list is too long. DC haven't had their batting and bowling department firing at all. They need a much improved performance today.,1680944990479,66218
preview,Our early bird Goks says - I0$,1680945535698,66218
preview,Another flat bed is expected to be doled out for today's game. Batters should be able to relish the 22 yards and the shorter fences. And there is enough artillery and ammunition we should see today as both sides boast of some of the biggest T20 mercenaries.,1680945690020,66218
preview,"As far as squads are concerned. Can't see RR making any changes. May be Asif might give way to Saini or may be Sandeep Sharma. Padikkal's position in the batting order is a little bit of a concern as well. And as for DC, can't fathom how many changes can they make to turn this around? I would leave it to you peeps to put on the selector's hat!",1680945823370,66218
preview,,1680946056059,66218
preview, Don't know what's gonna happen. Hopefully we will start well. Marsh has gone home to get married. All the best to him. There is one forced change with Powell coming in for Marsh. There are changes. Lalit comes in as well for Sarfraz. Manish Pandey comes in.,1680946288747,66218
preview," I think it looks a good wicket to bat on. Should be a high scoring game. Let's see how we turn up. With the impact rule, we can balance the side both ways. We can kind of manage. Jos is alright. We have a couple of changes. I am a bit confused. I will have to see the sheet as it keeps changing thanks to the impact rule.",1680946368515,66218
preview," (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Trent Boult, Sandeep Sharma, Yuzvendra Chahal",1680946533568,66218
preview," (Playing XI): David Warner(c), Manish Pandey, Rilee Rossouw, Rovman Powell, Lalit Yadav, Axar Patel, Abishek Porel(w), Anrich Nortje, Khaleel Ahmed, Kuldeep Yadav, Mukesh Kumar",1680946712493,66218
preview,,1680946713756,66218
preview," Navdeep Saini, Akash Vasisht, Murugan Ashwin, KM Asif, Donavon Ferreira",1680947404313,66218
preview," Aman Hakim Khan, Prithvi Shaw, Sarfaraz Khan, Ishant Sharma, Praveen Dubey",1680947426498,66218
preview,"The DC players get into a huddle and now stride out. RR openers Buttler and Jaiswal follow behind, can they get their team off to a flier? Khaleel has the new ball for Delhi...",1680947866298,66218
preview,,1680948053539,66218
preview,,1680948053539,66218
0.1," Khaleel Ahmed to Jaiswal, , Jaiswal starts off with a bang!! He got a first ball six against PBKS, this time a first ball four!! Short pitched and comes slow after hitting the deck, pulled through mid-wicket for a boundary... ",1680948057876,66218
0.2," Khaleel Ahmed to Jaiswal, , shoddy fielding! This is short and rose steeply, Jaiswal does well to control his cut to the right of point. Mukesh Kumar is the man at third-man, misjudges the bounce and gifts a boundary... ",1680948085052,66218
0.3," Khaleel Ahmed to Jaiswal, , a hat-trick of fours!! This is too full on off, Jaiswal opens the bat face on the drive to get it through extra cover for a boundary... ",1680948123430,66218
0.4," Khaleel Ahmed to Jaiswal, no run, on a length onto off, driven but in the direction of the cover fielder ",1680948162979,66218
0.5," Khaleel Ahmed to Jaiswal, , Yashasvi Jaiswal showing the full range here!! This is pitched up onto off, Jaiswal shuffles in and takes it under the bat to swing down the ground. Mid-on is too wide to have a say... ",1680948202093,66218
0.6," Khaleel Ahmed to Jaiswal, , make that five!! Back of length with width, Jaiswal waits and expertly steers his cut over the short third fielder for a boundary.  ",1680948245970,66218
0.6,,1680948328449,66218
1.1," Nortje to Buttler, no run, fuller length and slightly skiddy on off. Buttler defends towards point ",1680948344509,66218
1.1," Nortje to Buttler, no run, fuller length and slightly skiddy on off. Buttler defends towards point ",1680948344509,66218
1.2," Nortje to Buttler, no run, on a length and straight, nice line from Nortje. Defended towards covers ",1680948393873,66218
1.3," Nortje to Buttler, , on a length but offered some width. Buttler frees his arms with the drive that goes between short cover and point. He's off the mark with a boundary as well... ",1680948435139,66218
1.4," Nortje to Buttler, no run, yorker length on the pads, turned towards mid-wicket ",1680948468609,66218
1.5," Nortje to Buttler, , full and quick outside off. Buttler had a slash and it takes a thick outside edge that flies over short third and into the boundary fence.  ",1680948503223,66218
1.6," Nortje to Buttler, , another one! On a length on off, not too much wrong with the ball and Buttler just offers a gentle push that goes through extra cover and mid-off.  ",1680948566317,66218
1.6,,1680948641927,66218
2.1," Mukesh Kumar to Jaiswal, no run, on a length and slightly skiddy onto the thigh pad. Jaiswal charged out and pushed this towards mid-wicket ",1680948661669,66218
2.2," Mukesh Kumar to Jaiswal, 1 run, This was pitched fuller on off, Jaiswal with a tap and run towards mid-off ",1680948704681,66218
2.3," Mukesh Kumar to Buttler, no run, full and skids onto off. Defended. I0$ ",1680948770493,66218
