over_number,commentary_data,timestamp,match_id
preview," Squad: Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma, Joshua Little, Vijay Shankar, Shivam Mavi, Jayant Yadav, Abhinav Manohar, Srikar Bharat, Pradeep Sangwan, Matthew Wade, Dasun Shanaka, Odean Smith, Ravisrinivasan Sai Kishore, Yash Dayal, Darshan Nalkande, Urvil Patel, Noor Ahmad",1681567956142,66274
preview," Squad: Yashasvi Jaiswal, Jos Buttler, Sanju Samson(w/c), Devdutt Padikkal, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Jason Holder, Kuldeep Sen, Sandeep Sharma, Yuzvendra Chahal, Riyan Parag, Donavon Ferreira, KM Asif, Adam Zampa, Joe Root, Trent Boult, Murugan Ashwin, Navdeep Saini, Akash Vasisht, KC Cariappa, Obed McCoy, Kuldip Yadav, Abdul Basith, Kunal Singh Rathore",1681568153660,66274
preview,,1681568156052,66274
preview,,1681568156062,66274
preview, The weekend is about to end but there's a mouth-watering encounter coming up. Hello everyone and a warm welcome to Super Sunday's second game. It's the finalists of the previous edition. It's the clash between two in-form teams that have won three of their four matches. It's Gujarat Titans up against Rajasthan Royals at the beautiful Narendra Modi Stadium.,1681649129701,66274
preview," are currently placed third on the points table and have hardly put a foot wrong this season. Their chasing record just keeps getting better and better with every game. Yes, they won the last game with only one ball to spare but they were in total control of the proceedings. If not for that once-in-a-lifetime innings from Rinku Singh, the defending champions would have had a 100% win record this season. Hardik and Co. won't be tinkering with their successful combination. ",1681649293204,66274
preview," too don't have too many chinks in their armour. Unlike GT, all of RR's win have come while batting first with Jos Buttler and Yashasvi Jaiswal doing the bulk of the scoring. Hetmyer too has been striking the ball really well lower down the order. In the bowling department, their three experienced bowlers - Boult, Ashwin and Chahal - have been amongst the wickets. Sandeep Sharma's confidence should be sky-high too after defending I0$ against MSD and Jadeja. The Royals have the best NRR (+1.588), courtesy two big wins. Can they consolidate their position at the top of the table? Let's find out....",1681649815051,66274
preview," Square boundaries 66 m both side, straight 74 m. It's the same pitch that was used for GT v KKR. This pitch suits the home team who are now seam-heavy. Bit of grass, which has freshness. Spinners might get a bit of assistance. Red soil pitch.",1681651808293,66274
preview,,1681651843197,66274
preview," We are looking to bowl. Boult is coming in place of Jason Holder. Padikkal is playing when we bat, I am not sure. We'll keep learning about it (impact sub). I'd like to score some runs today.",1681651878100,66274
preview," It has been a belter so far. It's a good toss to lose, don't mind bating or bowling first. For us, it's important how we use it (impact player). We'll use it only when required. Forced change, Vijay Shankar isn't playing. Abhinav comes in for him. It's my home state, lot of love, everyone comes here and supports us, exciting.",1681651966932,66274
preview," (Playing XI): Jos Buttler, Yashasvi Jaiswal, Sanju Samson(w/c), Riyan Parag, Shimron Hetmyer, Dhruv Jurel, Ravichandran Ashwin, Trent Boult, Adam Zampa, Sandeep Sharma, Yuzvendra Chahal",1681652214775,66274
preview," (Playing XI): Wriddhiman Saha(w), Shubman Gill, Sai Sudharsan, Hardik Pandya(c), Abhinav Manohar, David Miller, Rahul Tewatia, Rashid Khan, Alzarri Joseph, Mohammed Shami, Mohit Sharma",1681652256071,66274
preview,,1681652258646,66274
preview," Joshua Little, Jayant Yadav, Noor Ahmad, Srikar Bharat, Dasun Shanaka",1681652652517,66274
preview," Devdutt Padikkal, Murugan Ashwin, Donavon Ferreira, Navdeep Saini, Joe Root",1681652722363,66274
preview,The players make their way out to the middle. RR have only five specialist bowlers which includes three spinners. Boult has the new ball in his hand. Can he get some swing? A slip in place. Off we go...,1681653470061,66274
preview,,1681653633002,66274
preview,,1681653633002,66274
0.1," Boult to Saha, , 129.7kph, gets the ball to swing in but Boult errs with his line - down leg ",1681653644747,66274
0.1," Boult to Saha, no run, 135kph, this one goes away with the angle. Decent bounce as well from a good length. Saha is stuck in his crease as he looks to push at it. Beaten on the outside edge! ",1681653660176,66274
