over_number,commentary_data,timestamp
1.3," Avesh Khan to Kohli, , edged and six! 131.2kph, banged in short by Avesh Khan, Kohli goes after it with a pull and gets a fat top edge that flies over fine leg. Went very fine ",1681135619705
1.4," Avesh Khan to Kohli, , 130.8kph, authoritative stroke! Short of a good length delivery wide of off, Kohli makes room and hits it on the rise. Slapped over extra cover. Came right off the meat of the bat ",1681135656753
2.6," Krunal Pandya to du Plessis, , , top shot from the skipper! It was a touch too full from Krunal Pandya, du Plessis moved leg-side, got under it and swung it uppishly to the right of mid-on. No chance for the fielder to stop it ",1681135940753
3.1," Avesh Khan to Kohli, , middled it! , short of a good length ball just outside off, Kohli stands tall and drives on the rise. Crisp shot sent through extra cover. No need to run for that! ",1681136008564
3.3," Avesh Khan to Kohli, , 137.6kph, pitched up outside off, Kohli leans across and plays a lovely drive. Got forward and caressed it through extra cover. There was deep cover in place but he couldn't cut it off as the timing was exquisite ",1681136092085
4.3," Krunal Pandya to Kohli, , , wow! Trifle short, not a half-tracker, Kohli goes back in his crease, stands tall and biffs it over long-on for a maximum. That's a very tough shot to play but he managed to generate the necessary power ",1681136317140
5.2," Mark Wood to Kohli, , that's a superb shot! , very full delivery, Kohli backs away, exposes all his stumps but he gets under the ball and thumps it over the bowler's head. Shot! ",1681136529404
5.3,"Mark Wood to Kohli, , even better! Those wrists, I tell you! Stays in his crease, waits for this short of length ball and whip-pulls it nonchalantly over deep mid-wicket. Stand and deliver stuff! LSG and Wood under the pump! ",1681136572157
8.5," Ravi Bishnoi to Kohli, 1 run, 98.6kph, shorter in length, Kohli goes hard on the drive. A single to long-on and that brings up  ",1681137503306
9.2," Krunal Pandya to Kohli, , , Kohli breaks the shackles. Slightly short and the veteran pounces. Slightly crouches and hammers the pull over deep mid-wicket for an 84m six ",1681137651964
9.4," Krunal Pandya to du Plessis, , 89.5kph, slow through the air, du Plessis waits and swings over mid-wicket. Not quite off the middle but he's hit it in the gap. Got low and went hard against this fullish ball ",1681137745308
10.2," Ravi Bishnoi to du Plessis, , , too much width on offer. Faf du Plessis waits on the back foot and scythes fiercely through point. Speeds away to the fence ",1681137914254
11.3,"Mishra to Kohli,  Caught by Stoinis!!  85.1kph, shortish ball, was there to be hit and Kohli chose the right shot. Went for the pull but couldn't get the execution right. Hit it flat and straight down deep mid-wicket's throat! Stoinis crouched low to gobble it up. LSG finally have the breakthrough. The dangerous Kohli is gone. ",1681138209005
12.3," Mark Wood to Maxwell, leg byes, 1 run, , fuller delivery on leg, Maxwell misses the flick and the ball rolls towards short fine leg off the pad ",1681138558681
12.4," Mark Wood to du Plessis, leg byes, , , pad-lined length ball, du Plessis shuffles and misses the glance. Brushes the batter's pad and eludes the diving keeper to his left ",1681138664918
