over_number,commentary_data,timestamp
0.4," Umesh Yadav to Prabhsimran, ,  Prabhsimran certainly packs a punch! Full ball swinging in towards the pads, Prabhsimran whips it over square leg. The timing and the connection is great and the ball sails over the fence ",1680343335435
1.1," Southee to Prabhsimran, , Southee gets his line awry and pays the price first ball. Swinging down leg, Prabhsimran clips it nonchalantly and Umesh Yadav at fine leg has no chance to cut it off ",1680343518822
1.2," Southee to Prabhsimran, , Prabhsimran had a very good Syed Mushtaq Ali Trophy recently and he is oozing confidence! He uses his feet and hammers the length ball past mid-off. Went through the field like a flash and he gets the desired result ",1680343552813
1.5," Southee to Prabhsimran, , cracking shot! He doesn't care about reputations, does he? He uses his feet and converts this length ball into his arc. Tonks it over cow corner with a beautiful swing of the bat for a 86m six ",1680343665307
1.6," Southee to Prabhsimran,  Caught by Gurbaz!!  Prabhsimran will be disappointed with himself but he has provided a flying start to his side. Good length ball swinging in on leg, he moves inside the line and tries to work it across, perhaps towards fine leg but he only manages a nick behind. Gurbaz moves to his left and takes a regulation catch.  ",1680343728825
3.1," Southee to Dhawan, ,  Back of a length ball and width on offer, Dhawan cashes in and plays a cracking cut shot. It's in the gap through covers and there is no stopping that ",1680344119971
3.2," Southee to Dhawan, , back to back boundaries! Well played but Southee is feeding Dhawan to his strengths. This one is on a back of a length and there is even more room on offer, Dhawan doesn't miss out as he cuts it in between cover point and point to find the fence ",1680344139956
4.3," Narine to Rajapaksa, , right on cue from Rajapaksa! He is a fearless batter. He premeditates and uses his feet and makes some room. Converts it into a half-volley and lifts it over long-off for maximum ",1680344484980
4.4," Narine to Rajapaksa, , Rajapaksa once again uses his feet, goes inside out over extra cover to find the fence once again. Played that really nicely ",1680344508524
4.6,"Narine to Rajapaksa, , this is brilliant batting! Rajapaksa is once again nimble on his feet as he lifts it down the ground for a maximum. Straight as an arrow. 50 up for Punjab and 14 off the over",1680344575286
5.6," Chakaravarthy to Dhawan, , Dhawan backs away and opens up the off-side for himself, It's on a length and he cuts it with the spin over covers for a rocketing boundary,  ",1680344840416
6.2," Thakur to Rajapaksa, , Rajapaksa is once again nimble on his feet. He smashes the back of a length ball past the bowler. Umesh from long-on moves swiftly to his right, and dives full length to his right but can't keep the ball in play. A brilliant effort nonetheless ",1680344989655
6.4," Thakur to Rajapaksa, ,  Length ball on leg, Rajapaksa in flamingo style plays a pick up flick shot. Makes good connection and clears the fine leg fence with ease. He is off to a flier ",1680345088222
7.3," Narine to Rajapaksa, ,  On a length on leg, Rajapaksa connects with his sweep this time. Chakravarty dives to his right but makes a mess of it as the ball goes through him and to the boundary ",1680345468540
8.2," Thakur to Rajapaksa, , deft from Rajapaksa! He has the power game as well as the touch game in his armoury. On a length outside off, Rajapaksa gets low in his stance and dabs it past the right of short fine to find the fence. Thakur changed to round the wicket but it didn't work for him ",1680345702263
8.4," Thakur to Dhawan, , , poor from Thakur and he has been taken to the cleaners! High full toss outside off, Dhawan carves it away over backward point and picks up a one-bounce boundary. Thakur overstepped and Free Hit coming up.. ",1680345849711
9.1," Chakaravarthy to Dhawan, , expert batting from Dhawan! On a shorter length on off, Dhawan waits for it and pulls it nicely. Delayed his shot to find the gap and bisected deep mid-wicket and deep square leg to perfection ",1680346057592
