over_number,commentary_data,timestamp
1.1," Topley to Ishan Kishan, , well played! Pitched up ball outside off, swinging away, Ishan Kishan reaches out to it and caresses it through cover point for a glorious boundary ",1680444310442
1.3," Topley to Ishan Kishan, no run,  Full ball outside off, driven crisply towards covers where the fielder dives to his right to make a brilliant stop. Rohit had taken off and has to turn back. But, the shy misses at the bowler's end. Rohit was not even in the frame ",1680444375790
1.4," Topley to Ishan Kishan, , full ball outside off, Ishan Kishan creams it uppishly and it just goes past the leaping fielder at covers. Runs through to the fence ",1680444408103
2.3," Siraj to Ishan Kishan,  Caught by Harshal Patel!!  The crowd makes a huge noise. On a length around off, Ishan Kishan looks to pick it up over square leg but gets it off the outer half of the bat. The ball flies towards third man. Harshal in the deep takes a well-judged catch near the fence.  ",1680444646535
3.1," Topley to Green, , shot! Full ball outside off, Green plants his front foot across and drills it through covers for a rocketing boundary ",1680444894661
3.3," Topley to Green,  Bowled!!  He bowls a very full ball around off and gets it to swing in. Green looks to drive it through covers with minimal foot movement but only manages to get a thick inside edge which crashes into the stumps. Topley is cock-a-hoop! An ideal start for RCB. Joy for Topley whereas disappointment for Green.  ",1680444961247
4.5,"Siraj to Rohit, no run,  Short ball around off, Rohit looks to pull it across but gets a top edge. Siraj runs in so does Karthik. Siraj gets his hands on the ball but can't keep his control as both are ball-watching and hence, they collide with each other. Siraj is down",1680445512092
5.2,"Akash Deep to Rohit,  Caught by Karthik!!  A good length ball just outside off and it seams away. Rohit pushes at it with minimal foot movement and only manages an edge behind. Karthik takes a regulation catch. Slip had moved out so he wanted to place it in the gap between the keeper and short third man. Fails in his attempt. MI are in a precarious situation now. ",1680445751724
5.4," Akash Deep to Tilak Varma,  Tilak Varma doesn't need sighters. Tilak Varma uses his long levers and tonks this one over long-on for a maximum. That came right off the meat of the bat ",1680445907209
6.3," Harshal Patel to Tilak Varma, , nicely done! Back of a length ball on leg, Tilak Varma gets on top of the bounce and pulls it past the right side of short fine leg. No chance for deep backward square leg to cut it off ",1680446199091
7.3," Karn Sharma to Tilak Varma, 1 run, tossed up ball on leg, Tilak Varma steps down the track and glances it towards fine leg. Topley gets across to his left and dives to stop the ball. But he has landed awkwardly on his right shoulder, looks to be in a lot of pain ",1680446528106
