over_number,commentary_data,timestamp,match_id
preview," Squad: Harry Brook, Mayank Agarwal, Rahul Tripathi, Aiden Markram(c), Heinrich Klaasen(w), Washington Sundar, Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, Umran Malik, T Natarajan, Adil Rashid, Akeal Hosein, Glenn Phillips, Samarth Vyas, Anmolpreet Singh, Mayank Dagar, Upendra Yadav, Abhishek Sharma, Kartik Tyagi, Sanvir Singh, Fazalhaq Farooqi, Abdul Samad, Nitish Reddy, Vivrant Sharma",1681395626797,66257
preview,,1681395628062,66257
preview,,1681395628072,66257
preview," It is Kolkata versus Hyderabad today, and the winner gets the crown for the best biryani. Nope, just kidding… That’s a debate that’ll rage on for eternity, but one debate that will surely be settled tonight is who gets the two points. And those could be two valuable points to gain some winning momentum as the games arrive thick and fast in the IPL.",1681477303246,66257
preview,"First to the hosts, who would be on cloud nine after that extra terrestrial last over performance by Rinku Singh in their previous game. Despite missing their skipper Shreyas Iyer and having a misfiring Andre Russell, KKR would be very pleased with the performance of their Indian core. Venkatesh Iyer, Nitish Rana and Rinku Singh were the heroes in their previous game, and add to that the explosiveness of Rahmanullah Gurbaz and possibly Jason Roy up top, Kolkata are really building a solid team. They also have the spin attack for their home venue, with two mystery spinners who continue to trick opposition batters, and Suyash Sharma being a handy auxiliary option.",1681477556903,66257
preview,"Sunrisers Hyderabad didn’t just lose their first two games, but lost them in a demoralizing fashion. They however responded well with a clinical performance and win against PBKS on their home turf. The return of Aiden Markram and Marco Jansen has greatly strengthened the team in Orange, and they’d hope to build on that momentum with another good performance today. The good news for them is Rahul Tripathi is back amongst the runs again, while Bhuvi Kumar is swinging the new ball and Nattu is nailing the yorkers. We’re just a few moments away from the toss, stick around for more updates…",1681477643970,66257
preview,"The weather is a little bit muggy, so the comfort levels of players are going to be tested. In terms of ground dimensions, it is a 75m straight boundary, but the square boundaries are shorter at 64m and 65m. That means a lot of sixes, says . The pitch has taken me by surprise. Last game against RCB it was all about the spinners so I thought we would see a shaven pitch with a lot of grass but this pitch is hard and it will hold true. Someone like Umran Malik might enjoy this, and the rest of the pacers who could get good bounce on this wicket. But don’t ball short on this wicket, because the side boundaries are really short. I had a piece prepared for the pitch report for spin, butB2$ You can expect a lot of runs, a batter won’t be too worried looking at this wicket, says ",1681478127802,66257
preview,"Body feels good, nice to have a run around in Ahmedabad. Had a hamstring issue coming into the competition, but now it feels okay. It is all about execution in T20s, if you can nail your yorkers and nail the slower balls and commit to them then you can come out on top. Planning is tough because every bowler bowls differently, we look at the strengths and weaknesses of the opposition to work out how things are going to be. (On win against GT) It was a great game, but we need to stay consistent throughout the comp. I’m sure it will be an exciting game today as well.",1681478685878,66257
preview," I feel I'm bowling alright, but not getting many wickets. So while I'm economical in powerplay, it'll be great if I can pick up one or two wickets up front. That's what the team expects from me. And that's what I did last year. Not everyone is going to fire in the same game. Main thing is that if 2-3 players are having a good day, they should finish the game. I wasn't trying to get a single on that ball. My effort was to hit a six or four. But that was Rinku's day. It was meant to be.",1681478805941,66257
preview,"Happy that I got to contribute in the last game, would like to repeat the same process. Good to get runs under my belt. Today is a different venue, different opposition so it is a new challenge. I played the situation better in the last game, the first quick I was out too quick, the second game there was a difficult wicket but the other day our bowlers did well so the target was always in our sight. T20 is about taking those risks, and putting the bowler under pressure.",1681479017079,66257
preview,,1681479020767,66257
preview," We'll bowl first. We've been practicing here and there has been dew. Keeping in mind, we want to chase. Same XI for today.",1681479024454,66257
preview," Happy either way. Would have looked to bowl, that is the trend. This is a high scoring wicket, so happy to get runs on the board. Nice to get a win, and today is a fresh start. Hopefully we can do well. One change,  I don't think we'll set a target, you need to look at the pitch and then reassess. Whatever we get we'll try our best to defend.",1681479079190,66257
preview," (Playing XI): Rahmanullah Gurbaz(w), N Jagadeesan, Nitish Rana(c), Rinku Singh, Andre Russell, Sunil Narine, Shardul Thakur, Umesh Yadav, Suyash Sharma, Lockie Ferguson, Varun Chakaravarthy",1681479285157,66257
preview," (Playing XI): Harry Brook, Mayank Agarwal, Rahul Tripathi, Aiden Markram(c), Abhishek Sharma, Heinrich Klaasen(w), Marco Jansen, Bhuvneshwar Kumar, Mayank Markande, Umran Malik, T Natarajan",1681479303315,66257
preview,,1681479305323,66257
preview, It will be intriguing to see how Sunrisers Hyderabad's batting lineup copes with KKR's spin attack.,1681479305433,66257
preview," Mandeep Singh, Anukul Roy, Venkatesh Iyer, David Wiese, Kulwant Khejroliya",1681479811467,66257
preview," Abdul Samad, Vivrant Sharma, Glenn Phillips, Mayank Dagar, Washington Sundar",1681479859875,66257
preview,,1681479905192,66257
preview,"The umpires walk out followed by the players. Interesting to see Harry Brook continue to open, despite Abhishek Sharma coming back into the team. Umesh Yadav has the new ball...",1681480658562,66257
preview,,1681480846414,66257
preview,,1681480846414,66257
0.1," Umesh Yadav to Harry Brook, , full and very wide, some swing as well. Harry Brook throws his bat on the drive and gets this through covers. Uppish but in the gap and races away for four.. ",1681480854358,66257
0.1," Umesh Yadav to Harry Brook, , full and very wide, some swing as well. Harry Brook throws his bat on the drive and gets this through covers. Uppish but in the gap and races away for four.. ",1681480854358,66257
0.2,"Umesh Yadav to Harry Brook, 1 run, back of a length, nipped in from off. Off the thigh pad to the leg side and the batters steal a leg bye",1681480886479,66257
0.3," Umesh Yadav to Mayank, 1 run, good length and nipping onto the pads, Agarwal with a gentle tap towards mid-wicket to get off the mark ",1681480940748,66257
0.4," Umesh Yadav to Harry Brook, , short of length, didn't have the menacing pace for a man who's grown up playing bowlers way quicker than this. Brook with an elegant pull in front of square, in the gap and four more... ",1681480978799,66257
0.4,Mid-wicket in place now,1681480981799,66257
0.5," Umesh Yadav to Harry Brook, , cheeky!! This was full at the stumps, Brook shuffles in and ramps it to the right of short fine for a boundary. Shot of confidence, shot of a man who's buzzing after two early boundaries!! ",1681481035441,66257
0.6," Umesh Yadav to Harry Brook, no run, attempted bouncer that looked like it went down leg. But the umpire decides to be lenient. ",1681481078198,66257
0.6,,1681481140204,66257
1.1," Ferguson to Mayank, 3 runs, full with a bit of inwards angle, Agarwal pushes it between mid-on and mid-wicket. Chakravarthy chases after and does enough to save a run for his side... ",1681481157267,66257
1.2," Ferguson to Harry Brook, 1 run, back of length on the rib cage, turned towards deep square ",1681481202105,66257
1.3," Ferguson to Mayank, no run, fraction short outside off, a bit of wobble. No shot offered by Mayank ",1681481235816,66257
1.4," Ferguson to Mayank, 1 run, length ball onto the thigh pad, has Mayank Agarwal jumping to push it towards deep square leg for a single ",1681481274568,66257
1.5," Ferguson to Harry Brook, , short pitched, too high and goes over Brook who tried to ramp it over the keeper. Goes over the keeper as well for five wides!! ",1681481316378,66257
1.5," Ferguson to Harry Brook, , lovely!! Brook backs away and Ferguson goes full on off. The English batter with a lovely square drive for four. He's looking in the mood today ",1681481350191,66257
1.6," Ferguson to Harry Brook, no run, full on off, driven very hard but straight towards extra cover. That would have stung the fielder.. ",1681481381148,66257
2.1," Umesh Yadav to Mayank, no run, on a length and straight, punched towards Russell at covers ",1681481437253,66257
2.2," Umesh Yadav to Mayank, 1 run, good length on off, Agarwal dabs it late towards short third. The fielder parries it to his left and SRH take the single ",1681481495355,66257
2.3," Umesh Yadav to Harry Brook, 1 run, Umesh Yadav nails the yorker on off as Brook backs off. Dug out into the pitch for a single ",1681481533986,66257
2.4," Umesh Yadav to Mayank, 1 run, full onto the pads, push driven to the right of mid-on for a single ",1681481584707,66257
2.5," Umesh Yadav to Harry Brook, , Brook backs away and Umesh Yadav tries the yorker on off again. Errs his length and bowls a low full toss and Harry Brook slams it over extra cover all the way into the stands. Just using the pace of the bowler ",1681481625693,66257
2.5," Umesh Yadav to Harry Brook, , Brook backs away and Umesh Yadav tries the yorker on off again. Errs his length and bowls a low full toss and Harry Brook slams it over extra cover all the way into the stands. Just using the pace of the bowler ",1681481625693,66257
2.6," Umesh Yadav to Harry Brook, , shot of the game!!  This was a length ball with a straight line, nothing wrong with the delivery. However, Brook backs away to make room and square cuts it into the stands over deep point. Superb batting here... ",1681481668582,66257
2.6,No suprise to see spin early,1681481671582,66257
2.6,,1681481749839,66257
3.1," Narine to Mayank, no run, seam up and angles into the pads, turned towards short fine ",1681481777685,66257
3.2," Narine to Mayank, no run, flat on off, Agarwal pushes it back to Narine ",1681481797935,66257
3.3," Narine to Mayank, no run, flat and onto the pads, keeps sligthly low. Agarwal went down to pull but can't connect ",1681481819181,66257
3.4," Narine to Mayank, 1 run, short on off, Agarwal goes back and slaps it towards long-on ",1681481846983,66257
3.5," Narine to Harry Brook, 1 run, flat delivery on middle, punched towards long-on off the backfoot ",1681481894691,66257
3.6," Narine to Mayank, 1 run, shorter length onto middle, Agarwal goes back to clip it towards mid-wicket for a single.  ",1681481920514,66257
3.6,This is already the highest powerplay score for SRH.,1681481923514,66257
3.6,,1681482008747,66257
3.6," Russell to Mayank,  Caught!! ",1681482051066,66257
4.1," Russell to Mayank,  Caught by Chakaravarthy!! Gone!! First ball wicket for Dre Russ. Why did KKR keep the ball away from him all this while? This was hitting the hard length on off, Agarwal backs away and tries to dab it past third but the fielder in the ring moves to his left and completes a fine catch.  ",1681482054417,66257
4.1,,1681482104324,66257
4.2," Russell to Tripathi, , hits the hard length again but too straight. Gets some extra bounce as well to sit nicely on the shoulder for Rahul Tripathi to pull to the left of fine leg for a boundary... ",1681482148256,66257
4.3," Russell to Tripathi, 1 run, short on length with some width, punched towards sweeper cover ",1681482190421,66257
4.4," Russell to Harry Brook, , slower delivery but goes down the leg side ",1681482235100,66257
4.4," Russell to Harry Brook, 1 run, good length delivery on the thigh pad, turned towards deep square ",1681482269675,66257
4.5," Russell to Tripathi, , low full toss on the boots, clipped to the right of mid-wickt and once it has gone past the infield it runs away for four!! ",1681482313619,66257
4.5," Russell to Tripathi, , low full toss on the boots, clipped to the right of mid-wickt and once it has gone past the infield it runs away for four!! ",1681482313619,66257
4.5," Russell to Tripathi,  Caught!! ",1681482365765,66257
4.6," Russell to Tripathi,  Caught by Gurbaz!!  Russell off on a celebratory run. This was the effort ball, banged in short and Tripathi top-edges his pull. Keeper Gurbaz runs forward and to his left to complete a fine pouch. The two West Indian veterans have turned the tide, first Narine with a three run over and now Russell with two wickets!  ",1681482370018,66257
4.6,,1681482414417,66257
4.6,,1681482472352,66257
5.1," Chakaravarthy to Harry Brook, 1 run, half tracker onto leg, pulled towards deep square ",1681482482036,66257
5.2," Chakaravarthy to Markram, 1 run, tossed up and spins away, Markram leans wide to drive towards backward point for a quick run ",1681482516200,66257
5.2,KKR KKR chants getting louder...,1681482519200,66257
5.3," Chakaravarthy to Harry Brook, , flat delivery that goes down leg. Brook tried to slap it away and the keeper appeals for a caught behind. Umpire however calls wide... ",1681482560055,66257
5.3," Chakaravarthy to Harry Brook, no run, flat delivery that spun in sharply, strikes Brook on the pads ",1681482590608,66257
5.4," Chakaravarthy to Harry Brook, , short and wide, cut between point and covers. Could have and should have been stopped, but the fielder dives over the ball and that runs away for four... ",1681482615866,66257
5.5," Chakaravarthy to Harry Brook, 1 run, pushed quicker and turning in. Brook wasn't sure so went back and turned it leg side after the spin ",1681482649987,66257
5.6," Chakaravarthy to Markram, no run, fuller on off, driven but in the direction of wide mid-off.  ",1681482675115,66257
5.6,,1681482675125,66257
6.1," Russell to Harry Brook, 1 run, fuller and skids onto off, Brook with a tap and run towards point ",1681482765825,66257
6.2," Russell to Markram, no run, full and straight, driven into the pitch and back to Russell ",1681482798956,66257
6.3," Russell to Markram, 1 run, back of length on the body, a slightly awkward pull towards deep square leg. Just a single ",1681482837531,66257
6.3,"Oops, Russell down on his haunches, struggling with something...Is that why KKR were holding him back all these games? Luckily, he's back up. Might just be exhaustion",1681482840531,66257
6.4," Russell to Harry Brook, 1 run, fuller on the pads, clipped towards deep square ",1681482900745,66257
6.5," Russell to Markram, , that's more like it from the SRH skipper!! This was banged in short again, but Markram looked ready to pull it hansomely over deep square leg for a maximum ",1681482945340,66257
6.5," Russell to Markram, , that's more like it from the SRH skipper!! This was banged in short again, but Markram looked ready to pull it hansomely over deep square leg for a maximum ",1681482945340,66257
6.6," Russell to Markram, 1 run, fraction short outside off, Markram with a jumping backfoot punch towards the sweeper ",1681482988212,66257
6.6,,1681482988222,66257
6.6,Russell going off the field now. Just to catch his breath hopefully... We'll keep you updated,1681482991212,66257
7.1," Chakaravarthy to Markram, 1 run, flat delivery on off, punched down towards long-on ",1681483071051,66257
7.2," Chakaravarthy to Harry Brook, 1 run, once again flat, this time on middle. Brook pulls it towards deep mid-wicket ",1681483096479,66257
7.3," Chakaravarthy to Markram, 1 run, a bit of flight on off, got some extra bounce. Markram was cautious to punch towards sweeper cover ",1681483122201,66257
7.4," Chakaravarthy to Harry Brook, no run, pushed fuller and quicker, Brook defends ",1681483144606,66257
7.5," Chakaravarthy to Harry Brook, 1 run, flighted up and spinning in, Brook drives it down the ground to long-on ",1681483167250,66257
7.6," Chakaravarthy to Markram, 1 run, very full on off, Markram drives towards deep extra cover.  ",1681483193549,66257
7.6,,1681483247909,66257
8.1," Narine to Markram, 1 run, pitched up and turns towards the batter, Markram gets it line to push it down to long-on ",1681483254554,66257
8.2," Narine to Harry Brook, no run, flat and onto the pads, Brook gets a bottom edge that goes between his pads to the leg side ",1681483276966,66257
8.3," Narine to Harry Brook, no run, flighted up, Brook gets closer to drive but towards extra cover ",1681483298452,66257
8.4," Narine to Harry Brook, 1 run, pushed quicker on middle, driven towards long-on ",1681483317053,66257
8.5," Narine to Markram, , fired in but just down the leg side. Markram lets it pass ",1681483340576,66257
8.5," Narine to Markram, 1 run, pitched up, Markram cleared his leg for a big slog. Thick inside edge towards deep square leg ",1681483361323,66257
8.6," Narine to Harry Brook, 1 run, flat and straight line, Brook pushes it down to long-on ",1681483384876,66257
8.6," An eventful first nine overs, the first real sign of Harry Brook's imperious talent in the IPL. He took on the pacers in the powerplay and is looking good. For KKR, it was a return of one of their veterans Andre Russell, this time with the ball that got them two wickets. Tripathi was out cheaply, and Mayank Agarwal's lean patch continues. Let's see how the game continues...",1681483387876,66257
8.6,,1681483563244,66257
8.6,,1681483563244,66257
9.1," Suyash Sharma to Harry Brook, no run, tossed up but was the googly. Brook almost chopped on!! Luckily the ball is stopped by his back pad ",1681483588135,66257
9.2," Suyash Sharma to Harry Brook, no run, dropped!! This was a half tracker, Brook went back and slapped it hard straight back at the bowler. Didn't stick... ",1681483612490,66257
9.3," Suyash Sharma to Harry Brook, 2 runs, tossed up on middle and leg, Brook turns it softly towards mid-wicket to return for the second run.. ",1681483645792,66257
9.4," Suyash Sharma to Harry Brook, 1 run, flat outside off, Brook undercuts it into the ground towards short third ",1681483676768,66257
9.5," Suyash Sharma to Markram, no run, flat outside off, spun in slightly. Markram tried to cut away but missed ",1681483712641,66257
9.6," Suyash Sharma to Markram, , tossed up on off, Markram decided he had to go for the big shot. Looked like a mistimed one but got enough meat behind his big drive to clear long-off. A very welcome six!! ",1681483739271,66257
10.1," Narine to Harry Brook, 1 run, pushed fuller, driven towards long-on ",1681483788371,66257
10.2," Narine to Markram, 1 run, fuller and spinning in, Markram takes in on the bounce and drives straight for a single ",1681483814486,66257
10.3,"Narine to Harry Brook, 1 run, flat outside off, Brook goes back to turn it towards deep mid-wicket. ",1681483840623,66257
10.4," Narine to Markram, no run, full on the pads, turned towards short fine but the fielder is onto it quickly to deny the single... ",1681483888473,66257
10.5," Narine to Markram, 2 runs, flat delivery on off, Markram goes back and taps it towards deep mid-wicket. Hit with soft hands to enable a couple of runs ",1681483923057,66257
10.6," Narine to Markram, 1 run, flat delivery again, Markram off the backfoot turns it to long-on ",1681483950042,66257
11.1," Suyash Sharma to Markram, , tossed up on off, Markram takes it on the bounces and heaves it over deep extra cover. All muscle on that one to clear the fence... ",1681484004690,66257
11.2," Suyash Sharma to Markram, no run, flat delivery, goes over Markram's bat on the cut ",1681484036623,66257
11.3," Suyash Sharma to Markram, , out of here!! A bit of a half-tracker, and it spun in. Markram rocks back really quickly to pull it over deep mid-wicket. Superb hit, the speed with which he judged length was incredible... ",1681484063779,66257
11.4," Suyash Sharma to Markram, no run, googly from a length. Markram goes back but is forced to cut it into the pitch ",1681484122714,66257
11.5," Suyash Sharma to Markram, , tossed up on middle, Markram decided early he was going to bring out the reverse and stuck to it. Over backward point and races away to the fence... ",1681484147578,66257
11.6," Suyash Sharma to Markram, no run, short on off, cut hard but towards point ",1681484184077,66257
11.6,"ICYMI, no sign of Shardul Thakur yet with the ball. He is playing the game and on the field, I just checked.",1681484187077,66257
11.6,"ICYMI, no sign of Shardul Thakur yet with the ball. He is playing the game and on the field, I just checked.",1681484187077,66257
11.6,,1681484227999,66257
12.1," Chakaravarthy to Harry Brook, 2 runs, flat and spinning in, Brook goes back and slaps it between deep mid-wicket and long-on. Two runs taken ",1681484251449,66257
12.2," Chakaravarthy to Harry Brook, 1 run, flat onto middle, turned towards deep mid-wicket ",1681484298794,66257
12.3," Chakaravarthy to Markram, , short and pushed wider. Markram danced out and slapped this one hard to the left of long-off. A bit of ordinary fielding there from Umesh leads to a boundary ",1681484330678,66257
12.4," Chakaravarthy to Markram, , take that!! What a way to get to fifty. Chakaravarthy goes quicker and on middle, right as per plan for Markram who clears his legs out the way and slogs it deep into the stands beyond deep mid-wicket!! ",1681484366135,66257
12.4," Chakaravarthy to Markram,  Caught!! ",1681484415923,66257
12.5," Chakaravarthy to Markram,  Caught by Russell!! Fifty and out!! This was pitched up again, some gutsy bowling from Chakaravarthy. Markram couldn't resist the big slog once again, but gets more elevation than distance. Holes out towards cow corner where Russell takes a fine catch.  ",1681484419132,66257
12.5,A slip in place,1681484422132,66257
12.5,,1681484509277,66257
12.6," Chakaravarthy to Abhishek Sharma, 1 run, fuller on off, Abhishek Sharma with a tentative push towards sweeper cover ",1681484544927,66257
12.6,Very interesting approach from Brook. Almost has shut shop after the initial burst. Looks like he is waiting for pace at the end,1681484586503,66257
13.1," Suyash Sharma to Abhishek Sharma, no run, googly outside off stump, Abhishek slices this towards point ",1681484611095,66257
13.2," Suyash Sharma to Abhishek Sharma, 1 run, . Very casual from Shardul. Two chances down off Suyash Sharma's bowling. One put down by himself, now Shardul. Googly outside off stump, Abhishek goes for the loft and slices towards deep cover. Shardul attacks the catch, coulnd't control the momentum of the run and it burst through his hands ",1681484642991,66257
13.3," Suyash Sharma to Harry Brook, 1 run, calming back foot nudge to long-on ",1681484673563,66257
13.4," Suyash Sharma to Abhishek Sharma, no run, blocked towards point ",1681484698315,66257
13.5," Suyash Sharma to Abhishek Sharma, 1 run, punched to deep cover ",1681484719504,66257
13.6," Suyash Sharma to Harry Brook, 1 run, I am only going to nudge the spinner kind of tuck to mid-wicket and he will keep strike ",1681484748381,66257
13.6,. Six overs to go. Abhishek can't build dots here. The problem for SRH is how early is too early to attack. If they let KKR back in with a quick couple of wickets now they could finish well below par. This game is nicely poised. KKR have managed to put pressure back on SRH through spin.,1681484751381,66257
13.6, Bring on Lord Shardul the partnership breaker!!!!,1681484751382,66257
13.6,"Pace on, Brook might be shifting gears this over.",1681484754381,66257
13.6,"Pace on, Brook might be shifting gears this over.",1681484754381,66257
13.6,,1681484925142,66257
14.1," Ferguson to Harry Brook, , my my my! Ferguson has a what have I done wrong here face! He bowled a slower ball, maybe it was in the slot, but Brook did pick this right out of the hands. Absolutely no signs of playing early. Brought the bat down in clean motion and through the line for a massive lofted drive over long-off. The shot of the day! ",1681484961514,66257
