over_number,commentary_data,timestamp
0.1," Umesh Yadav to Harry Brook, , full and very wide, some swing as well. Harry Brook throws his bat on the drive and gets this through covers. Uppish but in the gap and races away for four.. ",1681480854358
0.4," Umesh Yadav to Harry Brook, , short of length, didn't have the menacing pace for a man who's grown up playing bowlers way quicker than this. Brook with an elegant pull in front of square, in the gap and four more... ",1681480978799
0.5," Umesh Yadav to Harry Brook, , cheeky!! This was full at the stumps, Brook shuffles in and ramps it to the right of short fine for a boundary. Shot of confidence, shot of a man who's buzzing after two early boundaries!! ",1681481035441
1.5," Ferguson to Harry Brook, , lovely!! Brook backs away and Ferguson goes full on off. The English batter with a lovely square drive for four. He's looking in the mood today ",1681481350191
2.5," Umesh Yadav to Harry Brook, , Brook backs away and Umesh Yadav tries the yorker on off again. Errs his length and bowls a low full toss and Harry Brook slams it over extra cover all the way into the stands. Just using the pace of the bowler ",1681481625693
2.6," Umesh Yadav to Harry Brook, , shot of the game!!  This was a length ball with a straight line, nothing wrong with the delivery. However, Brook backs away to make room and square cuts it into the stands over deep point. Superb batting here... ",1681481668582
4.1," Russell to Mayank,  Caught by Chakaravarthy!! Gone!! First ball wicket for Dre Russ. Why did KKR keep the ball away from him all this while? This was hitting the hard length on off, Agarwal backs away and tries to dab it past third but the fielder in the ring moves to his left and completes a fine catch.  ",1681482054417
4.2," Russell to Tripathi, , hits the hard length again but too straight. Gets some extra bounce as well to sit nicely on the shoulder for Rahul Tripathi to pull to the left of fine leg for a boundary... ",1681482148256
4.5," Russell to Tripathi, , low full toss on the boots, clipped to the right of mid-wickt and once it has gone past the infield it runs away for four!! ",1681482313619
4.6," Russell to Tripathi,  Caught by Gurbaz!!  Russell off on a celebratory run. This was the effort ball, banged in short and Tripathi top-edges his pull. Keeper Gurbaz runs forward and to his left to complete a fine pouch. The two West Indian veterans have turned the tide, first Narine with a three run over and now Russell with two wickets!  ",1681482370018
5.4," Chakaravarthy to Harry Brook, , short and wide, cut between point and covers. Could have and should have been stopped, but the fielder dives over the ball and that runs away for four... ",1681482615866
6.5," Russell to Markram, , that's more like it from the SRH skipper!! This was banged in short again, but Markram looked ready to pull it hansomely over deep square leg for a maximum ",1681482945340
9.2," Suyash Sharma to Harry Brook, no run, dropped!! This was a half tracker, Brook went back and slapped it hard straight back at the bowler. Didn't stick... ",1681483612490
9.6," Suyash Sharma to Markram, , tossed up on off, Markram decided he had to go for the big shot. Looked like a mistimed one but got enough meat behind his big drive to clear long-off. A very welcome six!! ",1681483739271
10.3,"Narine to Harry Brook, 1 run, flat outside off, Brook goes back to turn it towards deep mid-wicket. ",1681483840623
10.6," Narine to Markram, 1 run, flat delivery again, Markram off the backfoot turns it to long-on ",1681483950042
