over_number,commentary_data,timestamp
0.3," Boult to Prabhsimran, , and doesn't take too long for Prabhsimran to get moving. That was slanted across fuller and outside off, Prabhsimran gets under it and slams it over cover. Well timed ",1680703365859
1.5," KM Asif to Prabhsimran, , pick up and drop facility dished out by Prabhsimran like no one else. Was a length delivery on the pads, Prabhsimran got inside the line of the delivery and picked it off the pads to deposit it over deep backward square ",1680703741335
2.2," Boult to Dhawan, , some superb timing from the skipper! Angles in from a length, Dhawan takes it from the sticks and whips the delivery down to square leg for a four ",1680703882396
2.3,"Boult to Dhawan, , a flat deck and Dhawan is relishing even on good balls. A short of a length delivery outside off, Dhawan hangs back and punches it to thread the ball between cover point and point for a four. Boult unable to find any movement off the deck or in the air",1680703924852
3.1," KM Asif to Prabhsimran, , that's slapped! Dances down, KM Asif digs it in but he gets the freedom to slap it over mid-off. Punjab mean business ",1680704112512
3.3," KM Asif to Prabhsimran, , wow! That was a very good ball. Banged in, cramped for room. Prabhsimran hopped up and just steered the ball close to his body to get it past point and third man for a four ",1680704187600
3.4," KM Asif to Prabhsimran, , you don't want to be soothsayer while watching this game! He was waiting for this short ball and then just dismissed it over deep square for a sixer. Massive hit indeed. Got hold of the delivery and sent it well over the fence ",1680704236570
3.6," KM Asif to Prabhsimran, , chips down the track, gets to the landing of the ball and smashes it past the dive of the man at cover for a four ",1680704360464
4.2," Ashwin to Prabhsimran, , fifty for this dynamic new duo at the top for Punjab. Prabhsimran sits down, takes on the tossed up delivery and slog sweeps it past the man at deep mid for a four ",1680704494986
4.3," Ashwin to Prabhsimran, , and he is taking on Ashwin. Waits for the tossed up delivery, gets under it and lifts it over mid-off for a four. Just landed short of the long-off fence. Prabhsimran has started off brilliantly ",1680704532051
5.2," Holder to Prabhsimran, , goes full, wide, outside off, Prabhsimran gets under the ball and almost slices it over cover. Pretty much some smart powerplay batting by Prabhsimran ",1680704807694
5.6," Holder to Prabhsimran, 1 run, tipped over the bar! A goalkeeper would have been proud of it but not Padikkal. That was a widish length ball and Prabhsimran ended up slicing the hit. The ball swirled in the air and Padikkal in a way overran it and lost balance when he was trying to clutch that one out of thin air. The ball hit his hands and went away ",1680704987117
7.2," Chahal to Prabhsimran, 2 runs, slower, shorter, Prabhsimran waits on it and chops the ball past point to race back for a brace.He has set the platform for Punjab tonight ",1680705462982
7.5," Chahal to Dhawan, , dances down the track to a floaty ball outside off and gets an outside edge. The ball went off the edge and fine for a four. Was beaten in flight but got away with it ",1680705579320
8.1," Boult to Prabhsimran, , wow! Flat-batted over the bowler's head for a sixer. A short ball, sits up and Prabhsimran smashes it down the ground. Again a stable base, doesn't hurry into the shot and infuses enough power into the shot to get enough distance on the shot ",1680705722297
9.4," Holder to Prabhsimran,  Caught by Buttler!! Buttler plucks out a terrific catch! It had to be an excellent piece of effort to bring an end to this wonderful innings. That was a short ball, Prabhsimran looked to slap it but ended up slicing it. The ball went aerial and the man from long-off ran in, covered some good ground and then dived to get two hands to it. Credit to him to cover so much of ground in such quick time. That made the catch possible. The ball also didn't pop out despite the elbows thudding into the ground.  ",1680706166792
