match_id,inning_id,team_name,team_shortname,bowl_id,bowl_name,overs,maidens,runs,dots,wickets,economy,no_balls,wides,isOverseas
66232,1,Kolkata Knight Riders,KKR,1858,Umesh,3.0,0,24,0,0,8.0,0,1,False
66232,1,Kolkata Knight Riders,KKR,8683,Thakur,3.0,0,40,0,0,13.3,0,1,False
66232,1,Kolkata Knight Riders,KKR,10692,Lockie Ferguson,4.0,0,40,0,0,10.0,1,1,True
66232,1,Kolkata Knight Riders,KKR,2276,Narine,4.0,0,33,0,3,8.2,0,1,True
66232,1,Kolkata Knight Riders,KKR,12926,Chakaravarthy,2.0,0,27,0,0,13.5,0,5,False
66232,1,Kolkata Knight Riders,KKR,36487,Suyash Sharma,4.0,0,35,0,1,8.8,0,1,False
66232,2,Gujarat Titans,GT,1858,Umesh,3.0,0,24,0,0,8.0,0,1,False
66232,2,Gujarat Titans,GT,8683,Thakur,3.0,0,40,0,0,13.3,0,1,False
66232,2,Gujarat Titans,GT,10692,Lockie Ferguson,4.0,0,40,0,0,10.0,1,1,True
66232,2,Gujarat Titans,GT,2276,Narine,4.0,0,33,0,3,8.2,0,1,True
66232,2,Gujarat Titans,GT,12926,Chakaravarthy,2.0,0,27,0,0,13.5,0,5,False
66232,2,Gujarat Titans,GT,36487,Suyash Sharma,4.0,0,35,0,1,8.8,0,1,False
