over_number,commentary_data,timestamp
1.2," Thakur to Saha, ,  First signs of intent from Saha. Shortish ball on middle, Saha tries to go for the hook but there's an edge that strikes the helmet and flies over the keeper to the fence ",1681034803170
1.6,"Thakur to Shubman Gill, ,  Full ball on off, Shubman Gill stays well balanced and clips it with pristine timing. Gets the ball racing through wide mid-on and finds the fence. That was so pleasing to the eyes. ",1681035001211
2.5," Umesh Yadav to Saha, , shot! Fractionally overpitched outside off, Saha leans into it and lofts it over extra cover for a rollicking boundary ",1681035279221
3.3," Ferguson to Saha, , a full ball at 150 kph outside off, Saha lofts it over extra cover with supreme confidence. That's the problem when there's pace on, it can either work for you or against you ",1681035485959
4.2," Narine to Saha,  Caught by N Jagadeesan!! Superb catch sends back Saha. Too full on the stumps to sweep, Saha goes for it and skies it, looked to be falling in no-man's land but Jagadeesan went back from mid-wicket and took it over his shoulder. Never easy those ones, but he made it look easy. Narine comes on and strikes.  ",1681035761144
4.5," Narine to Sai Sudharsan, , no slip and Sai Sudharsan gets off the mark with a delectable late-cut. Flat and quick on a length outside off, Sai Sudharsan opens the face of the bat and dabs wide of short third man ",1681035920480
5.4," Chakaravarthy to Shubman Gill, , tossed up full and Shubman Gill immediately is down the track, drives and gets it to the left of mid-off who does not even bother to dive ",1681036174885
5.5," Chakaravarthy to Shubman Gill, , that's the class of Shubman Gill. A half-volley outside off alright but Gill gets forward and caresses the drive wide of cover and mid-off ",1681036206742
6.6," Narine to Shubman Gill, , superb from Shubman Gill again. He is attacking the spinners. Dances down and is to the pitch of this flighted delivery outside off, lofted over extra-cover ",1681036428788
7.4," Suyash Sharma to Sai Sudharsan, , tossed up full and in the slot, Sai Sudharsan holds his shape and lofts powerfully straight down the ground ",1681036641363
8.6," Chakaravarthy to Sai Sudharsan, , floated up on the stumps, in the slot and Sai Sudharsan does not miss out, gets forward and lofts way back into the crowd at long-on ",1681037090366
9.2," Suyash Sharma to Shubman Gill, , shot! Terrific use of the feet, Shubman Gill shimmies down the track and lofts the tossed up delivery flat to the right of long-off. Rinku had just a few feet to cover but he had no chance ",1681037177684
11.1," Narine to Sai Sudharsan, , looked like a miscue when Sai Sudharsan lofted that, came off a thick inside half but the bats these days, it has sailed wide and over long-on, tossed up outside off, Sudharsan gets forward and did not hold back ",1681037635301
11.3," Narine to Shubman Gill, 2 runs, mid-wicket is open for both Shubman Gill and Sai Sudharsan, the former taps the offbreak gently there and comes back for a quick two ",1681037701978
11.4," Narine to Shubman Gill,  Caught by Umesh Yadav!! Shubman Gill holes out. Came down the track and did not get to the pitch of this offbreak, lofts and picks out Umesh at long-on. Umesh has safe hands and he takes it easily. The stand is broken.  ",1681037748145
12.1," Umesh Yadav to Abhinav Manohar, , width outside off, back of a length and Abhinav Manohar cuts up and over backward point, nearly all the way, one bounce over the ropes ",1681037947204
12.2," Umesh Yadav to Abhinav Manohar, , now over short fine-leg. This is the slower short ball attempted, sits up at Abhinav Manohar who pulls over the man ",1681037979936
12.3," Umesh Yadav to Abhinav Manohar, , whatay shot! Right up there in the slot, full and seam-up on off-stump, Abhinav Manohar gets forward and lofts with a clean followthrough, over mid-off who was inside the ring. A hat-trick of fours ",1681038024792
13.3," Suyash Sharma to Abhinav Manohar,  Bowled!! That's a cracker of a googly. Abhinav Manohar had no clue and Suyash Sharma is running around in delight. Tossed up outside off, lands on a good length and beats the forward defence of Abhinav, hits off and middle.  ",1681038469513
13.4," Suyash Sharma to Shankar, 1 run, Suyash Sharma got over-excited there.  Tossed up googly outside off, Shankar gets outside off and pushes, there's an inside-edge as well on to pad, they take a run and the bowler convinces Rana for the review. UltraEdge picks up a spike ",1681038667754
14.2," Thakur to Sai Sudharsan, , Sai Sudharsan rolls on. Short outside off, he goes on the back foot and pulls over mid-wicket, beats deep mid-wicket to his right ",1681038893749
15.3," Suyash Sharma to Shankar, , brute power. Flat outside off, a dart, Shankar hammers it flat-batted to the long-on fence, the fielder was back but the power gave him no chance ",1681039198515
16.2," Ferguson to Sai Sudharsan, 1 run,  Another slower ball on a length, drifting down, helped down to fine-leg ",1681039595612
16.5," Ferguson to Shankar, 1 run, Shankar missed out there, a high full-toss outside off, Shankar mistimes the drive to extra-cover ",1681039708016
17.3," Narine to Sai Sudharsan,  Caught by (sub)Anukul Roy!! Narine ends Sai Sudharsan's innings. Dragged the length back on seeing Sudharsan come down, still Sudharsan goes for the biff and finds long-off. Anukul the sub is a good fielder, goes to his right and forward to take it.  ",1681039878321
17.5," Narine to Shankar, , the offbreak turns into middle and leg, Shankar goes down on one knee to sweep and beats Lockie to his right at short fine-leg, the pacer chases but the ball runs away beating the slide ",1681039965688
18.1," Ferguson to Shankar, , , hard back of a length delivery but it was the slower leg-cutter into the pitch, Shankar slams the pull right into the gap between deep square leg and deep mid-wicket. Ferguson has overstepped too ",1681040102683
18.2," Ferguson to Shankar, , a fat top-edge helps again. Dug in short on the stumps, Shankar pulls and the pace of Ferguson helps, flies away over Gurbaz's head and all the way ",1681040139448
