over_number,commentary_data,timestamp
0.3," Short to Mayers, , off the mark with six!! This was on the pads and Mayers just lofts his sweep over deep backward square leg. That is the short boundary, saisl away for six!! ",1681567329143
1.4," Arshdeep Singh to Rahul, , on the pads and too full, very gently tickled to the right of short fine for a boundary ",1681567648265
2.2," Rabada to Mayers, , back of length and leaving the batter, Mayers goes back to punch and the ball flies off the outside edge for a boundary!! ",1681567848807
2.5," Rabada to Rahul, , up and over, classic KL Rahul!! Rabada steaming in at 140 clicks, bowls it fuller on off and Rahul just effortlessly lifts his drive over extra cover. Bounces once and goes after... ",1681567975798
3.6,"Sam Curran to Mayers, , up and over for six!! A classic Kyle Mayers shot as Curran gives his width outside off and bowls it shorter. Mayers arches his back and punches it over covers and all the way for six. It was the cutter as well, so all power from Mayers on that. Most others who try that shot could have a back muscle pull, but when Kyle Mayers does it it goes for six...",1681568259937
4.5," Rabada to Mayers, , what a shot!! The disrespect shown to a premier overseas bowler is almost commendable. This was short on the body at good pace, Mayers made room and pulls it high and handsomely into the stands beyond deep mid-wicket. He's beginning to take off again... ",1681568459680
5.1," Harpreet Brar to Rahul, , too short with width, not the length you bowl in the powerplay. Rahul gets back and cuts it between covers and point for a boundary ",1681568582335
6.4," Short to Rahul, 1 run, short and wide, cut square of the wicket for a single ",1681568879815
7.4," Harpreet Brar to Mayers,  Caught by Harpreet Singh!! Gone!! Harpreet Brar deserves this breakthrough. He kept Mayers quiet with a few dots balls, and then pushed a half tracker onto leg. Was there to be hit but Mayers gets it off the bottom of the bat on the pull and holes out to deep square leg. Nice low catch by the fielder running in from the fence.  ",1681569162165
8.2," Raza to Rahul, , fired in flat on off, Rahul backed away and almost gave away his middle stump. Gets some bat on his cut and the ball takes a flying edge towards the third-man boundary ",1681569444997
8.4,"Raza to Hooda,  Lbw!! One wicket brings another!! This was a flat and straight ball onto middle, Hooda shuffled inwards for a big slog but completely misses the line and length. Struck bang in front of middle for one of the easiest LBW decisions the umpire has to give today. ",1681569531438
9.1," Sam Curran to Rahul, , good length on off, skiddy delivery. Rahul expertly threads it between short third and backward point on the cut. Maybe Rabada at short third could have done better, but superb strokeplay from KL Rahul ",1681569867751
9.4," Sam Curran to Krunal Pandya, , brilliant!! Short pitched and just outside off, Pandya with a shimmy inwards to pull it to the right of deep backward square leg. In the gap for a boundary... ",1681569987786
10.5," Raza to Krunal Pandya, , leg byes, , that's the problem with Raza. Bowls five good balls and then skews one completely off the radar. This was an attempted yorker that goes down leg, deflects off the pads towards the fine leg boundary. And it is also a no ball... ",1681570304375
10.5," Raza to Krunal Pandya, , flat and spinning away outside off. Pandya gets closer and chips it over point for a boundary. Well played! ",1681570314892
12.2," Arshdeep Singh to Rahul, , short of length again, Rahul backs away and slaps it over mid-on for a boundary. Finally a release shot from the LSG skipper, a rare show of aggresion! ",1681570755410
12.4," Arshdeep Singh to Krunal Pandya, 1 run, slower delivery, foxed Pandya who was way too early on his big drive. Uppish but tamely towards mid-wicket - safe with the fielders all deep ",1681570863731
13.1," Rahul Chahar to Rahul, , , loopy delivery on off, KL gets a good stride forward and then hammers the drive back over the bowler's head, bounces away straight of long-off, raises his fifty as well ",1681571059374
14.2,"Rabada to Krunal Pandya,  Caught by Shahrukh Khan!! Excellent grab by Shahrukh at deep mid-wicket and KG has struck on his comeback - was bowled short and at the stumps, Krunal rocked back and it made a cracking sound, and he was hitting it to the shorter boundary - Shahrukh was well placed inside the ropes, took the catch moving sideways, realised that he was going to trod onto the advertisement skirtings - lobbed the ball in the air, settled himself, came back and then took it on the rebound. The TV umpire has a few looks and he's happy that it's a clean catch - OUT is the signal on the big screen. An innings that was labouring around has ended. ",1681571412593
14.3,"Rabada to Pooran,  Caught by Shahrukh Khan!! A first-ball duck for Pooran,m that's the roll of the dice goes in the IPL. Was the hero at the Chinnswamy, but could he have taken some time on this challenging surface? On a length and just outside off - Pooran was looking to heave it to the shorter boundary - dragged it slightly high on the bat, plenty of elevation and no real distance. A sitter for Shahrukh as he got under it at deep mid-wicket - LSG losing their way slightly here. ",1681571763429
15.3,"Rahul Chahar to Stoinis, , , another leg-break from Chahar, but this is a tad too full and allows Stoinis to get under it - played with the spin and gets enough elevation on the shot to clear long-off, who was pretty straight",1681572207757
15.4," Rahul Chahar to Stoinis, , back-to-back sixes for Stoinis - poor ball from Chahar, dropped short and Stoinis has plenty of time to rock back on the pull, he does so and powers it over mid-wicket for a maximum ",1681572241817
16.4," Rabada to Rahul, , , innocous delivery from KG, width on offer and KL doesn't miss out, cuts it hard and over deep point for a maximum - was the shorter boundary and he cleared the leaping fielder ",1681572505481
16.5," Rabada to Rahul, , banged in short and at the stumps, KL lets it go on height, but it's not called as a wide, , he's in a slightly crouched position, but since it's gone above his head, the 3rd umpire reckons it's a wide for height, so a good review from KL ",1681572634439
16.5," Rabada to Rahul, 1 run, that'll go down as a half-chance, but KG hardly had time to react, on a length and just outside off, was flat-batted powerfully back at the bowler, hit KG on his knees even before he could react ",1681572657094
17.5," Sam Curran to Stoinis,  Caught by Jitesh Sharma!! Appeal for a  and . Curran was very confident, wasn't given as a wide either, did it flick the glove on its way to the keeper? The bat is close to the glove - onto UltraEdge and there's a spike when the ball is right next to the glove - it's a clear spike and the decision has to be reversed, Stoinis is OUT. An unfortunate way to go and that could make a difference of at least 15-20 runs - short and down leg, Stoinis was looking to help it on its way with the pull and ends up getting strangled down the leg-side. Jitesh Sharma wasn't so sure, but the stand-in captain was and he earns a wicket for himself.  ",1681573081213
18.2," Arshdeep Singh to Rahul, , , short and angling across the right-hander, KL sidesteps, gets inside the line and then ramps it over short third man for a boundary, can he get LSG to around 170? ",1681573303225
18.3," Arshdeep Singh to Rahul, 2 runs, low full-toss from Arshdeep, was looking for the yorker, ficked to the right of long-on and KL is back for the second ",1681573350088
18.4,"Arshdeep Singh to Rahul,  Caught by (sub)Nathan Ellis!! .. and he strikes with the angle, was the knuckle ball, was bowled into the surface and cramped KL for room on the shovel - hit very high on the bat and lobs a simple catch to Ellis, who is stationed at long-on. Punjab roaring back into the contest with timely wickets. ",1681573439107
19.3," Sam Curran to Gowtham,  Caught by Raza!! The impact player has holed out to long-off, was bowled into the suface and was another slower ball - Gowtham was looking to force it away, hit low on the bat and spooned a dolly down to Raza at long-off - Punjab finishing on a high here.  ",1681573768663
19.4," Sam Curran to Yudhvir Singh,  Caught by Shahrukh Khan!! Another sharp catch at long-on and it's Shahrukh Khan once again. Was right in front of the ropes as he took the catch, he knew he was going to step onto the skirtings, lobs the ball up, goes over the ropes, comes back and then takes it on the rebound. But was his feet touching the rope as he completed the catch? The 3rd umpire is having several looks, he wants it to be zoomed and it's clear that he's not touched the rope - . Hard length doing the trick for Curran, was the slower short ball and Charak had to drag the pull, hit it straight and down to long-on.  ",1681573948382
