over_number,commentary_data,timestamp
1.5," Green to N Jagadeesan,  Caught by Hrithik Shokeen!! Yes, that's a clean catch by Shokeen! He has enough fingers underneath the ball. Was pitched up by Green and the batter sliced it uppishly, Shokeen dives forward, gets his fingers underneath and Jagadeesan is gone for a duck! That's a lovely start for Mumbai Indians! KKR yet to get a steady opening stand this season..  ",1681639865967
2.5," Arjun Tendulkar to Venkatesh Iyer, , first boundary of the innings off the bat! Back of a length around off, Venkatesh Iyer stands tall and times his punch through cover for four runs ",1681640258291
2.6," Arjun Tendulkar to Venkatesh Iyer, ,  Dances down the wicket and thumps this length ball over long-off for a clean six does Venkatesh Iyer. An expensive over by Arjun Tendulkar that, 13 runs conceded ",1681640311051
3.2," Green to Venkatesh Iyer, , banged in short by Green, Venkatesh Iyer slashes away from his body, gets a thick outside edge that flies quickly over third man. Just a 57 metre six ",1681640479166
3.4," Green to Venkatesh Iyer, , Venkatesh Iyer is off to a flier! Green goes fraction short on off, Venkatesh Iyer looks to punch it, but ends up getting an inside edge through deep backward square leg. He's struggling to run is Iyer ",1681640722574
4.3," Jansen to Venkatesh Iyer, , Venkatesh Iyer is on fire! Waltzes down the wicket and bludgeons this length ball over long-on for a high and handsome six ",1681641013941
4.6," Jansen to Venkatesh Iyer, ,  On a length around off, Venkatesh Iyer dances down the wicket and launches it over long-off for half-a-dozen. Looks in a destructive mood today ",1681641191147
5.3," Chawla to Gurbaz,  Caught by Jansen!! Chawla strikes in his first over. This was pitched up by the bowler and it kept straight, Gurbaz makes room and swings hard at it, gets a thick outside edge that has been taken by the fielder at short third man. Going to be difficult for Gurbaz to keep his place in the side looking at his present form. Hasn't looked in good nick since his fifty earlier in the tournament.  ",1681641415137
6.1," Hrithik Shokeen to Venkatesh Iyer, , Venkatesh Iyer is riding his luck! This was fraction short on middle and leg, Venkatesh Iyer was cramped for room. Gets an inside edge that misses the leg stump and runs away to the boundary ",1681641688704
6.6," Hrithik Shokeen to Venkatesh Iyer, , goes down on his knee and sweeps this tossed up delivery away to the deep backward square leg boundary. Just a hit away from his fifty now ",1681641844192
8.1," Hrithik Shokeen to Nitish Rana,  Caught by (sub)Ramandeep Singh!!  Nitish Rana was down the wicket to have a go at the spinner, but he miscues it completely. Gets plenty of height, but not the distance. Ramandeep Singh in the deep, settles under the skier and completes a safe catch. Nitish Rana departs without doing much today.  ",1681642185460
8.2," Hrithik Shokeen to Thakur, no run,  Thakur was down the wicket, but Hrithik Shokeen goes wide outside off. Beaten comfortably as it was out of his reach, but Kishan fails to gather the ball. Could have been two wickets in two balls for Hrithik Shokeen ",1681642401310
