over_number,commentary_data,timestamp
0.3,"Akash Singh to Jaiswal, , so poor from Theekshana at third man. A back of a length delivery outside off, Jaiswal cuts and Theekshana gets across and slides to his left, the ball slips under the body, may have just overrun that too, the slide was unnecessary to be honest",1681308116759
0.4," Akash Singh to Jaiswal, , good length angling into middle and leg, Jaiswal flicks wide of mid-wicket and it races away. Good start ",1681308159142
1.4," Tushar Deshpande to Jaiswal,  Caught by Shivam Dube!! The hard back of a length into the pitch gets Jaiswal. He was in no position to play the pull, rushed by it, he miscues it off the splice and it's an easy catch for Dube at mid-off.  ",1681308469258
2.3," Theekshana to Padikkal, , Theekshana went round the wicket and bowled the offbreak full on the stumps, Padikkal gets forward and eases a lovely drive, all timing through extra-cover and no chance for long-off to his right ",1681308784936
2.4," Theekshana to Padikkal, , good delivery and MS applauds too, but it has run away for four to third man. A slower offbreak outside off, Padikkal reaches for it pokes it, the thick outside-edge flies wide of Mo and beats the chase of Akash ",1681308824764
4.2," Theekshana to Buttler, , tossed up offbreak outside off, in the slot, Buttler gets forward and knifes the loft over long-off ",1681309274090
4.4," Theekshana to Padikkal, , superb shot. Opens the off-side field by making room and then uses his hands to stay low and drive it wide of cover-point and extra-cover ",1681309334833
4.6," Theekshana to Buttler, , intentionally carved up and over the off-side field, flat back of a length delivery outside off, Buttler goes on the back foot and opens the face of the bat to get it over cover-point ",1681309410426
5.1," Tushar Deshpande to Padikkal, , Padikkal is looking to be aggressive in the powerplay. Makes room outside the leg-stump and forehands the slower ball wide of Dube at mid-off, raced away ",1681309473405
5.2," Tushar Deshpande to Padikkal, , poor delivery and put away. A slower ball down leg, Padikkal knows short fine is inside and flicks it wide of him. Easy boundary ",1681309509868
6.1," Jadeja to Buttler, , such a poor start this. Fires it down leg, Buttler misses the pull and MS had no chance ",1681309800897
7.5," Moeen Ali to Buttler, , dragged down and Buttler is so quick to rock back and pull over mid-wicket, short outside off and Buttler smashes the pull over deep mid-wicket ",1681310227228
7.6," Moeen Ali to Buttler, , and again. Another short ball, Buttler sends the pull even further into the stands at deep mid-wicket, two gifts from his England mate and Buttler accepted it with glee ",1681310266910
8.3," Jadeja to Padikkal,  Caught by Conway!! Jadeja breaks the stand. Wider and across Padikkal, makes the left-hander fetch the slogsweep, a top-edge and Conway at deep backward square leg makes no mistake. CSK needed that wicket.  ",1681310395722
8.5," Jadeja to Samson,  Bowled!! What a cracker. Samson falls for a duck again. Fullish and quicker, drifting into middle and leg, Samson made the mistake of going back and then it turns from there, past the back foot block, the off-stump is knocked back. Fine over produces two wickets for CSK.  ",1681310626600
8.6," Jadeja to Ashwin, no run,  Tough chance and Jadeja is holding his hands on his head. Is Mo standing too far forward? This flies off a thick outside-edge as Ashwin looks to defend, went at chest-height, a couple of grabs from Mo and down it goes ",1681310745761
11.3," Magala to Ashwin, 2 runs, back of a length on the stumps, Ashwin flicks to the right of deep square leg and comes back for the second ",1681311329670
13.2," Theekshana to Ashwin, no run,  Ashwin comes down the track and miscues the drive to cover, is halfway down the track, Mo goes to his left and fumbles, then his throw is well wide of MS who can't get there even with a dive. Ashwin was well out too ",1681311935530
13.3," Theekshana to Ashwin, , Ashwin makes room outside the leg-stump and this is fired in full on the stumps, sliced between backward point and short third man ",1681311966702
14.2," Akash Singh to Ashwin, , Ashwin releases the pressure, dug in short but it's the slower ball, Ashwin carves the pull annd just clears deep mid-wicket ",1681312179055
14.3," Akash Singh to Ashwin, , into the crowd again. This is a good length delivery on the stumps, Ashwin heaves it and gets enough to clear deep mid-wicket. Stayed back and swung ",1681312221920
14.6," Akash Singh to Ashwin,  Caught by Magala!! Ashwin holes out. Full and wide outside off, sliced in the air and Magala at extra-cover takes it. Immediately looks at his fingers and calls for the physio. Hopefully he has not done something serious.  ",1681312418768
15.1,"Theekshana to Buttler, 2 runs,  Good length on middle, flicked to deep mid-wicket and placed well for a couple",1681312536732
16.2," Moeen Ali to Buttler,  Bowled!! Mo gets Buttler. No celebrations or anything from Mo. He has got the big wicket. Nicely tossed up offbreak outside off, Buttler goes for a big slogsweep and misses, the ball turns back in to hit off-stump.  ",1681312844399
17.5," Tushar Deshpande to Hetmyer, , Hetmyer has the hits. A low full-toss outside off, he gets across and biffs it over long-on, cleared the fielder on the fence ",1681313263056
17.6," Tushar Deshpande to Hetmyer, , the thick outside-edge helps. A slower ball across Hetmyer who swings to leg and the outside-edge clears short third man ",1681313332800
18.4," Akash Singh to Hetmyer, , Akash Singh misses the yorker, a high full-toss outside off, Hetmyer stays back and flat-bats the loft over the leaping long-on ",1681313555603
18.6," Akash Singh to Dhruv Jurel,  Caught by Shivam Dube!! The wide full-toss outside off works. Dhruv Jurel shuffles across and miscues it to long-off. They check for the height but it's below the waist so RR lose the review for they were the ones reviewing it.  ",1681313729912
19.1," Tushar Deshpande to Hetmyer, , half-volley outside off, Hetmyer stays deep and back, smashes it over Tushar Deshpande and straight down the ground ",1681313821303
19.3," Tushar Deshpande to Hetmyer, no run, again . This time for a wide outside off. Don't think they will get this either. Poor review as it's well inside the line on the off-side, a slower ball off-cutter outside off, Hetmyer slogs and misses ",1681313899862
19.5," Tushar Deshpande to Holder,  Caught by Conway!! Holder goes. A slower ball off-cutter outside off, Holder swings and miscues the heave, straight to the fielder at deep mid-wicket. Conway hangs on reverse-cup.  ",1681314020479
