over_number,commentary_data,timestamp,match_id
preview,,1680445045152,66197
preview,"  It’s been 1427 days since Chennai Super Kings have played at their revered AmbuDen. That’s a long time, long enough for the IPL to induct two new teams - one of whom will be their opponents today. Long enough for MS Dhoni to retire from International cricket and retire into a reclusive life, but still command the ability to sell-out stadiums in an instant with fans flocking by for a rare glimpse of their Thala. Long enough that some would have forgotten how much of a fortress Chepauk used to be for CSK - they’ve lost just 15 out of 56 games played at this venue.",1680526798257,66197
preview,"Tickets were sold out days in advance for the 3rd of April, and fans have been thronging the venue since 5pm if reports are to be believed. Even the disappointment of CSK’s opening day defeat can’t dampen the mood, because this team at Chepauk is a different beast. They have the spin attack and top-order to dominate at this venue, and don’t underestimate their 12th man, or should I say 13th man now which is the Chennai crowd.",1680527317438,66197
preview,"The opponents Lucknow Super Giants come into this game after a thumping win over Delhi. Their skipper KL Rahul has a solid record against CSK, and three out of their four overseas picks had a dream debut in that game against Delhi. The Chepauk pitch could also really suit someone like Ravi Bishnoi, who has at least one wicket to his name in his last eight IPL games. Expect a cracking contest, stick around for the toss and team updates….",1680527387445,66197
preview,"Our reporter from the venue  pings that Ben Stokes can be spotted bowling at the CSK nets. For LSG, Mark Wood and Unadkat have been practicing bowling for a while, and even Deepak Hooda. Could he be a useful option today against the CSK left-handers?",1680527546643,66197
preview," Expecting a good atmosphere here in Chennai, everyone has been looking forward to this day. (On batting position) In a new franchise, you have the accept the role you have been given and perform as best you can. Every batter would say the higher up you are the better, but I've been given that responsibility to bat at number 4. (On being fit to bowl) Yeah, everything is coming out nicely. I've worked very hard to get to the place that I'm at this moment with my knee, so might be able to turn the arm over tonight. (On Chepauk) I've not played too many games here, so I've tried to understand the easy ways we can bat here and how to bowl. Spin is going to come into the game more here than in Ahmedabad. Who knows what the wicket will give? So we have to adapt and see how we go...",1680527760012,66197
preview,"""Square boundaries - 68m on one side, 61m on the other side, downtown - 75m. The batters will look to scoop and dab. It's got a white sheen and it's got the grass clippings rolled in. Average first innings score is 150, winning score will be around 165-167. Chasing here is challenging, but it's a night game. Will the dew be a bit of a factor? Fingers crossed that it's not too outrageous. Even though it's 'spin to win', if a batter gets in and smashes it to the small sides, then look out, because the bowlers here at Chepauk can absolutely disappear.""",1680528422115,66197
preview,"Injury has kept me out for a long time. Had two injuries at once - stress fracture in the back and a quad tear. Both are serious injuries. Back is the main muscle for a fast bowler. It's taken time but the body is good now. Have been playing a long time now which comes with responsibilities. And I am someone who likes responsibilities. Be it taking wickets, stopping runs and guiding the new bowlers. This is a big platform where you learn after making mistakes. But if you have someone to make you learn without making mistakes - that is helpful.",1680528563214,66197
preview,,1680528587560,66197
preview," We'll bowl first. We want to know what we are chasing. It was a really good performance against DC, all parts of the game we did well. We need to turn up again today and better those performances. Jaydev Unadkat misses out, Yash Thakur comes in.",1680528611906,66197
preview," Does mean a lot to be back here. IPL started in 2008 but we've not played a lot of cricket here. Only about 5-6 seasons we've been here. This is the first time the full stadium will be operational, a few stands were empty earlier. Really glad that we get to play all our home games here at Chepauk, means a lot. Same squad for this game. Need to keep assessing our situation and keep revisiting our targets, keep a realistic goal in mind and take it from there.",1680528735185,66197
preview," (Playing XI): Devon Conway, Ruturaj Gaikwad, Moeen Ali, Ben Stokes, Ambati Rayudu, Ravindra Jadeja, MS Dhoni(w/c), Shivam Dube, Mitchell Santner, Deepak Chahar, RS Hangargekar",1680528839409,66197
preview," (Playing XI): KL Rahul(c), Kyle Mayers, Deepak Hooda, Krunal Pandya, Marcus Stoinis, Nicholas Pooran(w), Krishnappa Gowtham, Mark Wood, Ravi Bishnoi, Yash Thakur, Avesh Khan",1680528846540,66197
preview,,1680528846550,66197
preview,"A loud cheer broke out throughout the toss when MSD was speaking, it was hard to hear through what he said at times as well. That's how much this means to the CSK fans, Chepauk could be a really intimidating place for visiting teams this season...",1680528969322,66197
preview," Tushar Deshpande, Dwaine Pretorius, Subhranshu Senapati, Shaik Rasheed, Ajinkya Rahane",1680529590254,66197
preview," Ayush Badoni, Jaydev Unadkat, Daniel Sams, Prerak Mankad, Amit Mishra",1680529658973,66197
preview,,1680529848787,66197
preview, LSG has 9 genuine bowling options today. The remaining 2 being KL & Pooran. What a luxury to have.,1680529848788,66197
preview," Even though CSK Bowling doesn't seem as intimidating as other teams, the home advantage is most useful for CSK than any other team, so beating them in chepauk is going to be really hard",1680529848893,66197
preview," Looks like teams have never left the 2022 ipl! CSK & MI lacking bowling attack, GT as usual making game thrilling and win in last over, Buttler and Yuzi owning opponents, all last years playoff teams continuing their run.",1680529848998,66197
preview,"Out walk the CSK openers to a loud roar. The stadium is full of yellow shirts!! The in-form Ruturaj to take strike, Kyle Mayers with the new ball...",1680530286774,66197
preview,"A delay before we can start because there's a stray dog that has got onto the field. A good omen for someone? Let's see.. If you'd remember there was a dog on the field in the final ODI between Australia and India as well. That day,  Will that repeat?",1680530489515,66197
preview,,1680530719633,66197
preview,,1680530719633,66197
0.1," Mayers to Gaikwad, 1 run, full with some in-swing onto middle stump, pushed down the ground and mid-off runs to his right to stop ",1680530727813,66197
0.2," Mayers to Conway, , good length but very wide outside off, swing takes it further away. Keeper Pooran lobs it onto Hooda at first slip ",1680530793719,66197
0.2," Mayers to Conway, no run, gentle back of length delivery that angles away. Carries to the keeper on the bounce as Conway misses his cut ",1680530810360,66197
0.3," Mayers to Conway, 1 run, full and just outside off, Conway taps it into the ground towards point to get off the mark! ",1680530839445,66197
0.4," Mayers to Gaikwad, 1 run, full and swinging in from outside off. Gaikwad gets a thick inside edge towards the right of mid-on ",1680530874810,66197
0.5," Mayers to Conway, 1 run, full on off, driven to the left of mid-off this time. Another single ",1680530908629,66197
0.6," Mayers to Gaikwad, 1 run, very full outside off, Gaikwad tries to square drive but gets another inside edge - onto the ground and towards short fine.  ",1680530939244,66197
0.6,,1680531012821,66197
1.1," Avesh Khan to Gaikwad, , full but drifts down the leg side. Pooran didn't quite catch it perhaps because he made no movement.  Nope, nothing on UltraEdge, LSG lose their review... ",1680531029092,66197
1.1,"Avesh Khan to Gaikwad, 3 runs, full and angling onto the pads, clipped towards the right of mid-on. Substitute Prerak Mankad runs behind it and concedes an extra run as he fumbles.  Bruce Oxenford signalled no-ball for overstepping, but the third umpire overturns it. No free-hit!",1680531260765,66197
1.2," Avesh Khan to Conway, no run, pitched up around off. Conway drives towards mid-off ",1680531296205,66197
1.3,"Avesh Khan to Conway, , good length with plenty of width, Conway takes a slash and cuts it square of the wicket. Keeps it along the ground to get his first boundary!!",1680531302087,66197
1.4," Avesh Khan to Conway, , top shot!! Avesh Khan comes from round the wicket but goes too full on off, sits perfectly for Conway to bring out the leaning cover drive. None of the fielders even moved... ",1680531334024,66197
1.5," Avesh Khan to Conway, no run, good length and stops a bit on the surface, Conway tried to dab it down and it looked like he got an edge, but short of Pooran ",1680531370319,66197
1.5," Avesh Khan to Conway, no run, good length and stops a bit on the surface, Conway tried to dab it down and it looked like he got an edge, but short of Pooran ",1680531370319,66197
1.6," Avesh Khan to Conway, 1 run, pitched up on off, Conway shuffles closer for a tap towards mid-off. Risky single but gets there and will retain strike.. ",1680531407599,66197
2.1," Mayers to Conway, 1 run, full and angling away from off. Conway just guides it towards cover point for a single ",1680531460690,66197
2.2," Mayers to Gaikwad, , touch of class!! Too full outside off, Ruturaj Gaikwad with a superb square drive. Between point and short third for a boundary ",1680531492305,66197
2.3," Mayers to Gaikwad, 2 runs, full and swinging onto the pads, turned towards deep backward square leg and Gaikwad was always confident that he'll make it back for the second run ",1680531525888,66197
2.4," Mayers to Gaikwad, 1 run, good length with in swing, thickish inside edge towards long-on ",1680531559716,66197
2.5," Mayers to Conway, 1 run, nice and full on off, driven down the ground but mid-off makes a nice stop... ",1680531592036,66197
2.6," Mayers to Gaikwad, 1 run, length ball onto the thigh pad, turned towards deep square leg ",1680531621827,66197
2.6,,1680531703847,66197
3.1," Krunal Pandya to Gaikwad, 1 run, flat delivery, cut towards covers who half stops ",1680531721480,66197
3.2," Krunal Pandya to Conway, no run, short delivery, Conway wanted to slap it over the infield but is late on his shot. Goes tamely towards mid-on ",1680531776994,66197
3.3," Krunal Pandya to Conway, 1 run, short again on the thigh pad, pulled towards deep backward square leg ",1680531796880,66197
3.4," Krunal Pandya to Gaikwad, no run, flat on off, punched towards extra cover ",1680531826129,66197
3.5," Krunal Pandya to Gaikwad, , short but comes in with the arm onto leg, Gaikwad rocks back and guides his pull over mid-on. One bounce and four... ",1680531846585,66197
3.6," Krunal Pandya to Gaikwad, 1 run, once again the arm ball, turned towards deep mid-wicket ",1680531873859,66197
3.6," LSG have done a mistake!! This is a dangerous opening pair and if they settles down it will be very hard to keep them calm, Rahul should have introduced Mark Wood early into the attack considering the way he has bowled in last match.",1680531873860,66197
3.6,,1680531955312,66197
4.1," Gowtham to Gaikwad, no run, pitched up on off, driven straight to extra cover ",1680531960526,66197
4.2," Gowtham to Gaikwad, , short and straight, Gaikwad stays back and whacks it over the bowler's head. Back hand slap down the ground for six!! ",1680531977649,66197
4.3," Gowtham to Gaikwad, no run, short and extra bounce. Gaikwad stays back and controls it into the ground ",1680532026276,66197
4.4," Gowtham to Gaikwad, , What a shot!! Gowtham tried shorter length, that disappeared. Now pitches it up on off, this time Gaikwad extends his arms on the drive down the ground. Over long-off for another six ",1680532052365,66197
4.4," Gowtham to Gaikwad, , What a shot!! Gowtham tried shorter length, that disappeared. Now pitches it up on off, this time Gaikwad extends his arms on the drive down the ground. Over long-off for another six ",1680532052365,66197
4.4," Pitches here are known to be spin-friendly , but today's track is a bit different, looks like a batter's paradise.",1680532052366,66197
4.5," Gowtham to Gaikwad, 2 runs, short again, down the ground off the backfoot. The timing isn't perfect on this and Hooda from long-on will cut it off ",1680532096969,66197
4.6," Gowtham to Gaikwad, , Ruturaj is off to a flier again!! This time dances down the track as soon as the bowler releases, takes it on the pitch and lifts his drive over wide long-off for six.  ",1680532176863,66197
4.6,,1680532249038,66197
5.1," Mark Wood to Conway, , good length on off, an uppish push by Conway but there is no extra cover in place. Finds that gap and runs away for four... ",1680532274966,66197
5.2," Mark Wood to Conway, byes, , banged in short on off, goes over Conway's pull and over Pooran's jump. Four byes... ",1680532318446,66197
5.3," Mark Wood to Conway, , 140.7 clicks hard length ball on the body, pulled at double the pace through deep backward square leg. Played with disdain there by Devon Conway!! ",1680532353804,66197
5.4," Mark Wood to Conway, 1 run, good length on off from round the wicket. Conway taps it into the pitch on the off side and takes off for a single... ",1680532412064,66197
5.5,"Mark Wood to Gaikwad, , length ball on the pads at some serious pace, Ruturaj Gaikwad gives it just a gentle flick and the ball lands over the deep backward square leg ropes. ",1680532477939,66197
5.6," Mark Wood to Gaikwad, no run, I0$, full on off and Gaikwad pushes it towards mid-off ",1680532521307,66197
5.6," All CSK on their return to Chepauk. Kyle Mayers has been the only bowler who has was sort of economical, rest everyone has disappeared for plenty. The break and the end of the powerplay comes at a good time for KL Rahul, let's see what's his Plan B",1680532524307,66197
5.6,,1680532524317,66197
5.6,,1680532524327,66197
5.6,,1680532736925,66197
6.1," Yash Thakur to Conway, 1 run, pitched up and looked like the cutter, driven towards long-on ",1680532762502,66197
6.2," Yash Thakur to Gaikwad, 1 run, hard length with a straight line, pulled to the right of long-on ",1680532815135,66197
6.2," Ruturaj is such a treat to watch. Such grace, technique and ease with the way he plays. Absolute treat to the eyes, he's got to a fiery start just needs to capitalise on this and take it all the way.",1680532815136,66197
6.2," OO Cricket, what a leveler you are! 
Man of the match in the last game, Being taken to the cleaners here!",1680532815241,66197
6.3," Yash Thakur to Conway, 1 run, banged in short and surprises Conway with the extra bounce. Off the glove towards square leg as the southpaw went to pull ",1680532851289,66197
6.4," Yash Thakur to Gaikwad, no run, short of length and angling in from off. An uppish push on the leg side that falls of the bowler ",1680532903317,66197
6.5," Yash Thakur to Gaikwad, 1 run, short of length again, pulled tamely towards deep mid-wicket ",1680532940528,66197
6.5," i am in Bengaluru, but still can hear cheers from Chepauk stadium.",1680532940529,66197
6.5, How badly CSK might have missed Chepauk!! This is one heck of a start. Roars all over.,1680532980486,66197
6.6," Yash Thakur to Conway, , 1 run, full on middle and the bowlers falls over after landing that delivery. Turned towards deep mid-wicket. Oops,  ",1680533024048,66197
