over_number,commentary_data,timestamp
0.2,"Bhuvneshwar to Jaiswal, , Bhuvneshwar goes a tad fuller onto off, Jaiswal with a gentle push down the ground that beats Brook's dive at mid-off. The outfield does the rest to allow for the first boundary",1680429743138
1.1," Fazalhaq Farooqi to Jaiswal, , too full on the boots and what an elegant flick between mid-wicket and mid-on from Jaiswal. Signs of a man in form says Harsha Bhogle on air!! ",1680430029888
1.5," Fazalhaq Farooqi to Jaiswal, , short on off, pulled over mid-on and the 33-year-old Bhuvneshwar Kumar runs after it but the ball wins the race ",1680430245816
2.1," Bhuvneshwar to Buttler, , effortless!! Bhuvneshwar errs too full in the swinging arc of Buttler. Just a casual flick over mid-wicket from the English captain and that sails away for an 81-metre six!! ",1680430355065
2.4," Bhuvneshwar to Jaiswal, , slightly slower and on the pads, clipped past the close-in mid-wicket fielder and mid-on gives it a despairing dive but Jaiswal picks up another four!! ",1680430490821
2.5," Bhuvneshwar to Jaiswal, , shoddy fielding!! This is short pitched on off, Jaiswal with a cute ramp over the keeper. Didn't come off the middle and Malik at short third had two efforts to pull the ball back but fails both times... ",1680430528847
3.1," Washington Sundar to Buttler, , too short on middle stump, allows Buttler to rock back and pull powerfully over deep square leg to welcome Washington Sundar with a six!! ",1680430689643
3.2," Washington Sundar to Buttler, , short again, off the backfoot again, heaved again. This one goes even longer and higher, over long-on this time for six more... ",1680430719013
3.4," Washington Sundar to Buttler, 1 run, Washington goes fuller, Buttler takes it on with a slog sweep. Doesn't time it cleanly and gets to deep mid-wicket on the bounce. The fielder might have had a chance had he gone for the dive ",1680430786873
3.5," Washington Sundar to Jaiswal, , full and straying down leg, Jaiswal shuffles in and sweeps it behind square for a boundary!! ",1680430839870
4.1," T Natarajan to Buttler, , length delivery on off, Buttler gets forward and knifes that on the up, in the air but wide of mid-off, he is making a statement already ",1680430994947
4.3," T Natarajan to Buttler, , full and angling away from Buttler, in the slot and allows Buttler to free his arms, gets forward and opens the face of the bat on the loft, gets it over the off-side field ",1680431071576
4.4," T Natarajan to Buttler, , too much width outside off, shortish outside off, Buttler cuts and beats backward point on the dive to his right, relied on timing more than anything else ",1680431107815
4.5," T Natarajan to Buttler, , this is carnage from Buttler. Length delivery wide outside off, Buttler gets forward and thrashes the drive, extra-cover dives to his left but no chance as it was hit so hard ",1680431149309
5.1," Fazalhaq Farooqi to Buttler, , Buttler is toying with SRH. An off-pace short ball on the stumps, Buttler delays the pull and pulls it wide of deep square leg to his right ",1680431272071
5.3," Fazalhaq Farooqi to Buttler, ,  This was a catch to slip but such is the scoring rate that there's no chance of a slip, short of length outside off, Buttler slashes and the thick outside-edge flies wide of Glenn Phillips ",1680431338478
5.4," Fazalhaq Farooqi to Buttler, , the attempted yorker on the stumps, is a low full-toss, Buttler gets forward to drive wide of mid-off, opened the face to get that in the gap ",1680431377739
5.5," Fazalhaq Farooqi to Buttler,  Bowled!! Such a massive wicket that. SRH strike and get rid of the dangerous Buttler. A hard back of a length delivery on the stumps, nips back in ever so slightly, Buttler stays leg-side to punch, the pace beats him and clips the top of off-stump. The off-bail goes away and that's relief for SRH.  ",1680431416901
6.6," Adil Rashid to Jaiswal, , short but extra bounce outside off, Jaiswal delays the cut and leaves backward point and short third man ball-watching with a superb cut ",1680431902345
7.3," Umran Malik to Samson, , good short ball at Samson, dug in and follows the batter who arches his back and uses the bat to ramp it over Glenn Phillips ",1680432110743
7.4," Umran Malik to Samson, , it has flown away due to Umran Malik's extra pace, short of length delivery outside off, Samson opens the face of the bat and runs it down fine to third man, beats the fielder quickly ",1680432145386
9.1," Umran Malik to Jaiswal, , wow! A half-volley outside off, Jaiswal gets forward and crashes that with brutal power through cover-point, no chance for sweeper cover ",1680432533919
9.4," Umran Malik to Samson, , good short ball at Samson who just pulled and got a fat top-edge that sails away over Glenn Phillips, all the way too ",1680432649269
10.1," Adil Rashid to Samson, , dragged down and Samson doesn't miss out. Rocks back and pulls to the crowd at deep mid-wicket ",1680432794189
11.5," Washington Sundar to Jaiswal, 1 run,  Quicker length delivery on the stumps, tucked through mid-wicket which is open ",1680433153438
12.1," Fazalhaq Farooqi to Jaiswal, , fantastic from Jaiswal. Fazalhaq Farooqi did well to follow him outside the leg-stump with a full delivery, Jaiswal drills that with lots of bottom-hand and gets it wide of mid-off ",1680433304852
12.3," Fazalhaq Farooqi to Jaiswal,  Caught by Mayank at deep mid-wicket!! Fazalhaq Farooqi gets his 2nd. Dug in short and Jaiswal totally miscued the pull, toe-ends it and finds deep mid-wicket. End of a good knock but now he has to go.  ",1680433461275
13.1," Washington Sundar to Samson, , what a blow. This is a length offbreak that turns in, Samson goes on the back foot and makes it shorter than what it really is, generates great power to flat-bat it way over long-off. Exceptional hit ",1680433705479
13.5," Washington Sundar to Samson, 1 run, flat offbreak on a back of a length outside off, Samson punches to sweeper cover who gets across and cuts it off ",1680433861684
14.1," Umran Malik to Padikkal,  Bowled!! Umran Malik cleans up Padikkal and instead of his trademark punch the air celebration, he stops midway and smiles at Padikkal with a big dimple dotting the pacer's face. Lovely. No feet from Padikkal as it stays low from a good length and skids from there, uproots off-stump after beating the defence. SRH fighting back.  ",1680433983259
14.2," Umran Malik to Riyan Parag, , my word! Short and wide outside off, Riyan Parag does not hold back, smashes the cut and it's nearly all the way over deep cover, one bounce over the ropes. That is some shot ",1680434102450
15.1," Adil Rashid to Samson, , that's too much flight, tossed up full outside off, in the slot, Samson lofts clean and nice over long-off ",1680434380603
15.4," Adil Rashid to Samson, no run,  A thick inside-edge as Samson gets forward to loft and yes it did carry to Farooqi who dived to his right but can't hang on ",1680434492084
16.1,"T Natarajan to Riyan Parag,  Caught by Fazalhaq Farooqi!! The timeout takes a wicket. How often does that happen. A length delivery, the slower off-cutter across Riyan Parag who gets forward to heave and a thick outside-edge goes straight up, Farooqi at short third man goes back and hangs on this time. ",1680434796185
16.3," T Natarajan to Samson, 1 run,  Another slower ball off-cutter outside off, driven wide of extra-cover ",1680434946548
17.3," Bhuvneshwar to Hetmyer, ,  A slower ball short ball dug in, Hetmyer waits and thumps it way back over deep square leg, sports a smile after hitting that ",1680435228765
17.6," Bhuvneshwar to Samson, , misses the yorker, was full on the pads, flicked away wide of short fine-leg inside the ring, Samson ends the over well ",1680435326208
