over_number,commentary_data,timestamp
0.2," Nortje to Kohli, ,  Good length delivery around off, Kohli plays a fantastic lofted drive over mid-off and gets going ",1681552879498
0.3," Nortje to Kohli, , smashed over cover this time! Good length delivery around off, and Kohli stands tall and spanks it over cover-point for back-to-back boundaries ",1681552914133
2.2," Mustafizur to du Plessis, , shimmies down the wicket, swings and gets a thick top edge that flies over the keeper. Porel leaps, but this was just out of his reach. First boundary of the match for Faf ",1681553327222
2.3," Mustafizur to du Plessis, , du Plessis joins the party now! The last boundary was a top edge, but this was really convincing. Dances down the wicket and spanks it over mid-off for four more ",1681553377340
3.5,"Axar to du Plessis, ,  du Plessis dances down the track and smokes this floated delivery over long-on for half-a-dozen. Chants of 'RCB, RCB,' engulf the stadium",1681553638976
4.1," Mitchell Marsh to Kohli, , Kohli greets Mitchell Marsh with a boundary. Puts on his dancing shoes and thumps it through cover for yet another four ",1681553747723
4.3," Mitchell Marsh to du Plessis, , runs coming thick and fast from both ends! Was fraction short on off, du Plessis stays put and pummels it right over Marsh's head ",1681553817410
4.4,"Mitchell Marsh to du Plessis,  Caught by Aman Hakim Khan!!  du Plessis was down the wicket to have a go at it once again. Heaves it towards mid-wicket and Aman Khan stretches to his right and takes it. Actually did well to get his hand to it initially, and took it on the second attempt as it was a really tough catch. du Plessis departs after playing a cameo! ",1681553863275
4.5," Mitchell Marsh to Lomror, 1 run,  Was short and wide outside off, and Lomror plays a powerful cut. Manish stationed inside the ring gets his hands to it, but can't latch on to the chance. Could have been two wickets in two balls for the bowler otherwise ",1681553975187
6.5," Kuldeep Yadav to Kohli, ,  Fraction short outside off, Kohli slashes away from his body and gets a thick outside edge that eludes the fielder at short third man ",1681554454354
8.1," Kuldeep Yadav to Kohli, ,  Width on offer, Kohli throws the kitchen sink at it and hammers it through cover along the turf. Right into the gap and no chance of stopping that ",1681554903900
9.1," Mustafizur to Kohli, ,  Mustafizur goes full on off, Kohli stays put and drills it right towards long-off. The fielder in the deep sprints and puts in a dive, but to no avail. This was timed too well by VK ",1681555126108
9.2," Mustafizur to Kohli, 1 run, short of a length around off, Kohli taps it towards point with soft hands for a single ",1681555158178
9.4," Mustafizur to Kohli, ,  Short ball at the hips, Kohli gets hold of it and dispatches it over fine leg for half-a-dozen. Strong use of his bottom hand again, such powerful wrists ",1681555237001
9.5," Mustafizur to Kohli, 1 run,  And the RCB fans are up on their feet. This was pitched up by the bowler and Kohli flicks it through mid-wicket to bring up yet another half-century this season. Has been in sublime touch this year and he's making it count ",1681555278602
9.6," Mustafizur to Lomror, , and Lomror joins the act now! This was short and wide outside off, and Lomror slashed it over point as the ball goes the distance.  - and the momentum is back with RCB ",1681555320747
10.1," Lalit Yadav to Kohli,  Caught by Yash Dhull!! oops.... Virat Kohli gets out to a juicy full toss. This looked destined for a six as Kohli backed away for a big heave leg side. But goes towards the longest part of the ropes towards deep mid-wicket where Yash Dhull judges it to perfection, almost hugging the touchline.   ",1681555446488
10.4," Lalit Yadav to Maxwell, , Lalit Yadav flights it up just outside off. In the slot for Maxwell and he wasn't holding back. Swings across the line and puts all muscle behind it, and the ball sails over long-on... We're going to need a new ball ",1681555621864
10.6," Lalit Yadav to Maxwell, , into orbit!! This was pitched up and a bit quicker, Maxwell gets under it and swings it straight as an arrow. Over the sightscreen and deep into the stands, went high and long... ",1681555726553
12.2," Mitchell Marsh to Lomror, , slower back of length delivery. Lomror takes it on and pulls. Slightly early on the shot and he would have holed out on any other ground, but on the Chinnaswamy this is a 62m six just over deep backward square leg ",1681556195266
12.3," Mitchell Marsh to Lomror,  Caught by Abishek Porel!! Big wicket!! This was a cross seam delivery very wide outside off. Lomror took a swipe and missed, but the ball did catch a faint edge through to the keeper.   ",1681556329658
13.2," Axar to Maxwell, , Maxwell backed away and Axar Patel fired in full at the stumps. Right into the swinging arc for Maxi who heaves it over long-on. Worked as per plan... ",1681556589701
13.5," Axar to Harshal Patel, , And maybe that's why the promotion... This was fired in, but was a slot ball and Harshal Patel just swings through the line. Over long-on and into the stands, that's one way to get off the mark ",1681556676895
