over_number,commentary_data,timestamp,match_id
preview," Squad: Virat Kohli, Faf du Plessis(c), Mahipal Lomror, Glenn Maxwell, Shahbaz Ahmed, Anuj Rawat, Dinesh Karthik(w), David Willey, Wayne Parnell, Harshal Patel, Mohammed Siraj, Karn Sharma, Suyash Prabhudessai, Akash Deep, Michael Bracewell, Sonu Yadav, Wanindu Hasaranga, Finn Allen, Siddarth Kaul, Manoj Bhandage, Rajan Kumar, Avinash Singh, Himanshu Sharma",1681467439803,66260
preview,,1681467443566,66260
preview,,1681467443576,66260
preview," On a scorching Saturday afternoon in Bengaluru, the Royal Challengers and the Delhi Capitals will try to get back to winning ways. The hosts for today are on a 2-match losing spree while it's worse for the visitors who're even more badly placed, having lost all their four matches so far. RCB's bowling as usual has come into question especially after having allowed the Knight Riders to reach 204 from 89 for 5 and then letting Lucknow chase down 213 after being at 23 for 3 at one stage. It's always under the microscope, especially at the Chinnaswamy and they'll need a quick turnaround if they're to stop the slide. In that regard, the return of Wanindu Hasaranga could solve some problems, the Sri Lankan leg-spinner could be the glue that'd control the middle overs.",1681467443596,66260
preview,"With RCB playing 6 of their first 8 matches at home, wins at the Chinnaswamy could give them a head start before their 5 consecutive away games. The Capitals are also on another extreme. Nothing much has gone their way - Prithvi Shaw has been a pale shadow of his previous best, the middle-order has looked volatile in the absence of Rishabh Pant and David Warner has been forced to play the role of an anchor. With runs being at a premium, the bowling attack hasn't quite been able to deliver. However, they couldn't have asked for a better surface than that at the Chinnaswamy to try and start a winning run.",1681467443606,66260
preview,"'We're playing at the pitch number 8 and the square boundaries are at 61m and 66m while the straight boundary on one side is 70m. The average 1st innings score in afternoon games here is 157, it looks dry and there shouldn't be a lot of lateral movement,' reckon , in their pitch report.",1681549116828,66260
preview,"'Josh Hazlewood is here. Obviously he isn't warming up or anything. Unlikely to play even the next one but he has a long chat with compatriots Marsh and Warner', pings our man  from the ground",1681549665398,66260
preview," I think the couple of losses are there, but we have been playing some good cricket. Just a few overs away from a few more good performances. We’ve come here today and we’re looking to turn that form around and chalk up another win. There has been some dew here, so there might be some tail towards the back end, we’ve not been at our best so far but hopefully we get some lateral movement towards the back end. The ball going sideways could help us out. The important thing is doing the basics well, if you smash hard lengths then it will be tough. Fielding is one thing we’ve spoken about in our meetings, it is something we control and our intensity and movements are something we pride ourselves on, so we’ll be looking to back that up today.",1681550825239,66260
preview," Four matches have not gone well, but we've kept things simple. It's time to upgrade our skills. This is a very important game. A win can get you into rhythm, which we're trying to find. We are like a family. The environment is good, it's a matter of one win. Of course there is disappointment of losing four in a row despite such good players. But we've forgotten about the four defeats, and are approaching this game as a fresh start. Have tried different things in these four matches, but nothing has worked out (with the bat). So today I've come in with a blind mindset. Will see the ball and play my natural game.",1681550873465,66260
preview,,1681550963294,66260
