over_number,commentary_data,timestamp,match_id
preview,,1680792357720,66215
preview,,1680792357730,66215
preview," ""It was a shocker of a wicket"", that's how Hardik Pandya had summarized the state of the wicket after India had a narrow win at the Ekana stadium in January against the visiting New Zealand side. The Ekana stadium is where the game will be played tonight. But the last game against Delhi saw plenty of runs being scored. LSG thumped DC to start proceedings in IPL 2023. But they were humbled by CSK a few days later. SRH on the other hand were handed a shellacking by RR in their opening encounter. Contrasting starts for both units but they would want two points from tonight's game, that's the common agenda for sure for both the teams.",1680871604128,66215
preview,I0$ Kyle Mayers with the bat and Mark Wood with the ball have been superb but haven't had much support from the others.,1680871744880,66215
preview,I0$ Nothing worked for them in their game against RR. Natarajan's bowling looked good though.,1680871757396,66215
preview,KL Rahul and the middle-order is due for runs. The bowling attack got some pounding against CSK but they would want to bounce back.,1680872186709,66215
preview, Almost everything. SRH need to shrug off the rust that was seen against RR. The senior cricketers have to take the mantle on themselves to deliver the goods.,1680872206590,66215
preview,We can't read too much into the head-to-head battles as well as they have squared off against each other only once. LSG won that encounter last year by 10 runs. The last two seasons have been poor for SRH and so much so that they had finished last in 2021 and ended up being 8th out of 10 teams in 2022. But they would want to bounce back and would want to do it soon. LSG were in the play-offs last season.,1680872314827,66215
preview," It has been great to come back. The guys are ready to get going. I have got a role tonight. I can't tell you what it is. I have played a handful of games here. Every time I have played here, it has been a little different. I think it is about assessing the conditions as qucikly as you can and executing your plans. I don't really practice that much when I am in form. Just hit a couple of balls and take some catches.",1680872623339,66215
preview, I am happy that I have given the responsibility of leading the spinners. I am trying to keep them quiet. I am trying to put the balls in the right areas. I am trying nothing different. You get wickets some days and some days you don't.,1680872831308,66215
preview," When you move to black soil, there is less pace and bounce. There are less blades of grass on this. There shouldn't be any dew as well. All the teams have wanted to chase in the IPL so far. There should be less spin compared to red soil wicket.",1680872941830,66215
preview,,1680874246102,66215
preview, We will look to bat first. The wicket looks dry. Ideally we will get to our first win. The guys are looking excited. There are two changes. One of them is me.,1680874246112,66215
