over_number,commentary_data,timestamp
1.6," Unadkat to Anmolpreet Singh, , and that has travelled alright! Was banged in short, Anmolpreet Singh swivelled on the back foot to pull it. Got a bit of a top-edge I reckon but that flew well over the fine leg fence. Travelled really high and far ",1680876545299
2.2," Krunal Pandya to Mayank, , sits down and gets it over the man at 45 degrees for a four. Was down on to his pads, he kneeled down and managed to get under the ball to lift it over the infield ",1680876645857
2.5," Krunal Pandya to Mayank,  Caught by Stoinis!! A soft dismissal. Not the first one you will see tonight. Got a big stride forward, looked to drive it aerially but failed to get it over the man at cover. Just a friendly chip and the man at cover leapt a little to take it. Easy take to send back Mayank. Was a tossed up delivery, outside off, the ball held on to the surface a little and Mayank was a little early into the shot.  ",1680876744943
4.5," Krunal Pandya to Anmolpreet Singh, , angles it in, nice timing from Anmolpreet Singh earns him a four. The bat came down at an angle and he managed to punch that wide of mid-on for a four. Lovely timing and placement ",1680877292557
4.6," Krunal Pandya to Anmolpreet Singh, , poor bowling from Krunal Pandya as he strays on to the pads of the batter. Anmolpreet Singh sits down and sweeps the ball over square leg for a four. That was well executed as he saw the fielder being inside the circle ",1680877330866
5.1," Yash Thakur to Tripathi, , walks across, sits down, waits on the delivery and laps it over short fine. Had the time to preempt the shot. Got inside the line of the ball and put it away with elan ",1680877407251
5.3," Yash Thakur to Anmolpreet Singh, no run, Hawkeye shows it won't be dipping that much and Anmolpreet Singh has Tripathi to thank as his partner coaxed him to take the review with very few seconds left on the clock. That was a length delivery and Anmolpreet Singh went for the pull but got fooled by the lack of pace on it ",1680877606727
5.5," Yash Thakur to Anmolpreet Singh, , poor delivery from Yash Thakur and put away easily. Was a fuller ball and Anmolpreet Singh clipped it past mid-on for a four. Lovely timing on it ",1680877687795
7.4," Krunal Pandya to Tripathi, 1 run, stabs the ball down with soft hands into the off-side for a single ",1680878110192
7.5," Krunal Pandya to Anmolpreet Singh,  Lbw!! End of a decent knock I would reckon as batting hasn't been easy on this track. That was a flatter one, angled in and Anmolpreet Singh missed the tuck. The ball hit the back pad and was going on to clip the sticks. The onfield call was out and hence the original call stood. Important strike for LSG.  ",1680878226679
7.6," Krunal Pandya to Markram,  Bowled!! That's not beginner's luck for sure. Pitches, turns and the off-pole is lying flat on the deck. Markram pauses a little before realizing he is gone for a golden duck. That was a tossed up delivery, Markram didn't cover the line and looked to drive. The ball turned past the willow and turned enough to crash into the off-stick. Krunal has his third.  ",1680878314731
8.6," Ravi Bishnoi to Harry Brook,  Stumped!! Brook's intent won't work tonight. That wasn't the googly, Harry Brook danced down blind and missed the line of the ball to be out stumped. That turned away ever so slightly for the batter to be dismissed. Fourth one down for SRH. They are in deep trouble now. The batter tried to preempt the delivery but it went away for him to be out stumped.  ",1680878610341
9.6," Hooda to Tripathi, , that's a superb shot! Top shot from a talented player. Was outside off, Tripathi opened the bat face and managed to get it past the man at point for a four. There isn't pace off the deck but Tripathi did well to infuse enough power into the shot ",1680878974434
13.1," Ravi Bishnoi to Washington Sundar, , leg spinner but goes down the leg side.  Nothing on Snicko and stays down the leg side, review wasted! ",1680879716616
14.6," Mishra to Tripathi, ,  A gift from Amit Mishra as he tosses up under the bat of Tripathi who slams it over the bowler's head for a straight boundary ",1680880326990
16.5," Mishra to Tripathi, ,  Tripathi anticipates the wide tossed up delivery and plays a reverse sweep over the infield, over backward point for a boundary!! ",1680880690996
17.2," Yash Thakur to Tripathi,  Caught by Mishra!! Banged in short but no pace on this surface and comes gently outside off. Tripathi tries to ramp it over short third but the lace of pace means he gets a very meak connection. Amit Mishra is the fielder in the circle who quickly shuffles to his left and takes a diving catch. Who said T20 was a young man's game?  ",1680880862671
17.3," Yash Thakur to Abdul Samad, , banged in short at regulation pace, Abdul Samad plays a first ball pull between deep square leg and deep mid-wicket. Starts with a boundary!! ",1680880958386
17.5," Yash Thakur to Washington Sundar, 1 run, another slower delivery. Sundar thought of the slog but decides to gently push it towards wide long-on for a single ",1680881045715
18.3," Mishra to Washington Sundar,  Caught by Hooda!! The first real big shot from Washington Sundar and he holes out!! Gently tossed up again, Sundar had to take it on. Gets a good enough connection towards long-on but these are big straight boundaries. Deepak Hooda is the fielder and he doesn't drop these kind of catches.   ",1680881235620
